"mirna","log2FC","avg_expr","t_stat","p_value","fdr","B_stat","significant"
"hsa-miR-3675-3p",0.225649588757543,8.35703530594624,9.69662767860623,5.41415030866774e-22,1.17558243753941e-21,38.059430043478,FALSE
"hsa-miR-671-5p",-0.288259103097305,8.9536916564053,-9.66306247474933,7.46216998084191e-22,1.61384231728525e-21,37.749342166068,FALSE
"hsa-miR-8064",0.247125667479283,8.15781670416727,9.66156485166541,7.56957513961023e-22,1.63060017829548e-21,37.7818930319768,FALSE
"hsa-miR-6515-5p",0.288088137203573,8.17800518871976,9.62514771104088,1.07081073649053e-21,2.29760571412338e-21,37.4235185379377,FALSE
"hsa-miR-6776-5p",0.30668981748028,8.05341533707531,9.56026030460993,1.98063627278515e-21,4.2331245830114e-21,36.8680871456651,FALSE
"hsa-miR-92b-5p",0.75606872872822,8.71779398771087,9.51451284278035,3.05103013049827e-21,6.49535711375609e-21,36.2589337368015,TRUE
"hsa-miR-3154",0.260849748777826,8.7454952655914,9.49365266426742,3.70869030989885e-21,7.86473236924075e-21,36.0980942068607,FALSE
"hsa-miR-3175",0.266845601166448,8.28067956571739,9.39955164772451,8.93395757818734e-21,1.8872119690357e-20,35.3049281060898,FALSE
"hsa-miR-6730-3p",-0.320882566937866,8.14714829069914,-9.3500963071055,1.41347010800519e-20,2.97429038170977e-20,34.9907937987253,FALSE
"hsa-miR-6796-3p",0.328183083532325,8.19180405245991,9.31647612846273,1.92828816885853e-20,4.04198866164577e-20,34.5518497315965,FALSE
"hsa-miR-6820-5p",-0.331495969481674,9.2944808526498,-9.1766369442716,6.93951912289866e-20,1.44905667508803e-19,33.2615976608099,FALSE
"hsa-miR-6774-5p",-0.204489533559801,9.0985249646473,-9.15291353154042,8.60792935011079e-20,1.79058072359175e-19,33.0264243012157,FALSE
"hsa-miR-4463",0.910299456344655,9.82696699216927,9.04104689147536,2.36228108151167e-19,4.8952212525622e-19,32.1389043282877,TRUE
"hsa-miR-939-3p",0.295365246052374,8.08005124390015,8.9430514075337,5.65905663160397e-19,1.16825222129703e-18,31.2478680955851,FALSE
"hsa-miR-7111-5p",0.426301555925999,9.04213957662292,8.91837124280897,7.0444136198413e-19,1.44875676332585e-18,30.8978639042616,FALSE
"hsa-miR-7851-3p",0.349485990458161,8.19014311274779,8.83998740308265,1.40565038385651e-18,2.87999796692404e-18,30.3259071741652,FALSE
"hsa-miR-4722-3p",-0.280184868886874,8.27743282984332,-8.77960353713405,2.38443170113179e-18,4.86709841616788e-18,29.893928470539,FALSE
"hsa-miR-8089",-0.266504983303015,9.03102171415673,-8.76616053984508,2.68088591733701e-18,5.45180158562936e-18,29.6419858072925,FALSE
"hsa-miR-5698",-0.30868929107675,8.7709390642278,-8.74659513237468,3.17848162411944e-18,6.4396746659669e-18,29.5181940316167,FALSE
"hsa-miR-4323",-0.265000781979879,8.18280218629834,-8.70682017548848,4.4880625607638e-18,9.05923739117138e-18,29.2863058936625,FALSE
"hsa-miR-6848-5p",0.605017812804665,8.02905067231497,8.6526931609696,7.1634982581627e-18,1.44062972350505e-17,28.7425900799699,TRUE
"hsa-miR-6840-3p",-0.278723179148189,10.21700109678,-8.63690407985167,8.20146742266921e-18,1.64330872990982e-17,28.6815444092547,FALSE
"hsa-miR-6845-5p",-0.346352070731621,10.8553078225074,-8.54678042287606,1.77205452927634e-17,3.5376180163209e-17,28.0908733216024,FALSE
"hsa-miR-6768-5p",0.681027306601697,9.46975758807466,8.53100226253742,2.02731807468401e-17,4.03243923614155e-17,27.6275001060455,TRUE
"hsa-miR-3151-5p",0.311136886256755,8.04106922073212,8.45179780354809,3.9585375474475e-17,7.84510168494141e-17,27.0741561167815,FALSE
"hsa-miR-6799-5p",-0.394714853969926,9.93836441943856,-8.37920550946064,7.27509924799192e-17,1.43656851092594e-16,26.4707985136097,FALSE
"hsa-miR-1249-5p",-1.08573015579017,7.73888481830484,-8.36856970787056,7.95361466546611e-17,1.56488086378304e-16,26.6473805936,TRUE
"hsa-miR-7847-3p",0.30845428148459,8.72041960685817,8.32025970751483,1.18817823793973e-16,2.3293422290545e-16,25.8488279083409,FALSE
"hsa-miR-2392",-0.206362789428727,8.73785841353378,-8.27134829027058,1.78067784612308e-16,3.47838503991785e-16,25.52664974867,FALSE
"hsa-miR-4726-5p",0.209614618384469,8.96483587020539,8.15495242338591,4.62166066544116e-16,8.99573236666226e-16,24.5036703257245,FALSE
"hsa-miR-4525",-0.333352194600357,9.69265710581615,-8.07650071378682,8.72707004211115e-16,1.6926167875269e-15,23.9647443270098,FALSE
"hsa-miR-6766-3p",0.255697755094614,8.32427591637332,8.02203845535065,1.35221419922684e-15,2.61332176800932e-15,23.5190595674809,FALSE
"hsa-miR-6835-5p",0.201346609635424,8.2748112687576,7.87288317745576,4.42271272904441e-15,8.51723829444948e-15,22.3767967653212,FALSE
"hsa-miR-615-5p",-0.236458713077253,8.53872381888139,-7.82042544619998,6.67621055498984e-15,1.28117420861601e-14,22.0011755861533,FALSE
"hsa-miR-4270",-0.253078280394694,9.96014087876505,-7.80203144174556,7.70856628978221e-15,1.47409425541449e-14,21.8749807027272,FALSE
"hsa-miR-937-5p",-0.247626324315879,9.61392114457199,-7.7763855898738,9.41466678785202e-15,1.79405363614663e-14,21.6151193087546,FALSE
"hsa-miR-6732-5p",-0.314438104698064,9.84496109233238,-7.67001606061108,2.14328679346024e-14,4.07000453810394e-14,20.8534567350248,FALSE
"hsa-miR-1260b",0.517996149450541,8.37420596138448,7.55723292463976,5.06961754225542e-14,9.59354708517085e-14,19.9272775745917,TRUE
"hsa-miR-1288-3p",-0.221743967051044,8.21810611802914,-7.53935836125517,5.80234217459979e-14,1.09421331666328e-13,19.9462090736977,FALSE
"hsa-miR-6869-5p",0.883760855458618,12.6299116241179,7.39297820829935,1.7372980246054e-13,3.25382264813234e-13,19.5513609369705,TRUE
"hsa-miR-6722-3p",-0.274642047676627,10.1103766652325,-7.39297323305794,1.7373621845991e-13,3.25382264813234e-13,18.8467099679214,FALSE
"hsa-miR-4728-3p",0.20329055188164,8.22529353960842,7.37946180362892,1.92047870888957e-13,3.58445512446855e-13,18.6877323707236,FALSE
"hsa-miR-3679-5p",-0.202900577269519,9.81303703610044,-7.35565240864134,2.29042158360636e-13,4.26034048827803e-13,18.509154134238,FALSE
"hsa-miR-6726-3p",-0.301811933373761,7.98922228026174,-7.35152860623583,2.36125397371826e-13,4.37715447508996e-13,18.639560957164,FALSE
"hsa-miR-3194-5p",0.259001091839524,8.05636555798155,7.33930016338573,2.5841932366379e-13,4.77418750497511e-13,18.4306488736354,FALSE
"hsa-miR-5193",-0.291351967951092,7.93601716429125,-7.33754364511125,2.61787059044301e-13,4.82006578307919e-13,18.5588789871824,FALSE
"hsa-miR-504-3p",-0.268265470903351,8.44948433835148,-7.32791153838416,2.81035519948796e-13,5.1570491034375e-13,18.3566412373453,FALSE
"hsa-miR-6075",-0.175312171738261,10.0441947223744,-7.240778065421,5.31829360137871e-13,9.72640943876309e-13,17.7307428936154,FALSE
"hsa-miR-6731-5p",-0.264730717086133,8.11063875297542,-7.16922256113161,8.93161973171986e-13,1.62800426548071e-12,17.3089815815008,FALSE
"hsa-miR-3928-3p",-0.203124529296028,8.69102545953708,-7.16164246079749,9.43319624103254e-13,1.71369731712091e-12,17.1127096523119,FALSE
"hsa-miR-4442",0.41326798549097,9.88106561590395,7.14506176295256,1.06289387656508e-12,1.92450884627233e-12,17.0254143621014,FALSE
"hsa-miR-4745-5p",-0.715358941881588,11.6478744218125,-7.1278979258835,1.20230620967404e-12,2.16972478235877e-12,17.3397613509074,TRUE
"hsa-miR-6721-5p",0.340683036212845,8.89371048966972,7.02631983581638,2.47941240681946e-12,4.45966918058286e-12,16.0583498297716,FALSE
"hsa-miR-6797-5p",0.258473085128315,8.23559456577513,6.99037509839883,3.19525631678062e-12,5.72833780475472e-12,15.9067437212832,FALSE
"hsa-miR-6892-5p",0.194605464653934,8.12661009356287,6.97844461591477,3.47509041180301e-12,6.20958778502506e-12,15.8674465617947,FALSE
"hsa-miR-4651",-0.350292915091819,11.7800485266788,-6.82866142317204,9.85685333731091e-12,1.75555067608969e-11,15.3340307963596,FALSE
"hsa-miR-6861-5p",0.20728033720405,9.33639421220685,6.78986255903978,1.28682009830672e-11,2.28442004422529e-11,14.4650992248865,FALSE
"hsa-miR-5572",-0.409755951620849,8.28317505292238,-6.72696479401948,1.97673842609938e-11,3.49780013709144e-11,14.2649179585714,FALSE
"hsa-miR-663a",-0.57429897455475,10.779939145036,-6.72225422646458,2.04084752834299e-11,3.59955308397064e-11,14.3436534095345,TRUE
"hsa-miR-6886-3p",0.250678274200236,8.05633018000034,6.67954435374377,2.72480652517005e-11,4.79038566521831e-11,13.8641166788936,FALSE
"hsa-miR-346",-0.218654612337054,8.04594922166945,-6.63196082291926,3.75253980516037e-11,6.57599419232284e-11,13.6408661983335,FALSE
"hsa-miR-7114-5p",-0.24594342724563,9.30419045790933,-6.5392086280623,6.9594152818406e-11,1.215667092501e-10,12.8483848965404,FALSE
"hsa-miR-4721",-0.205714762943856,8.32948912756683,-6.48649644931364,9.85015199511e-11,1.71512231224759e-10,12.6327705232344,FALSE
"hsa-miR-6858-5p",0.213592003195496,10.0469322346487,6.48112341785882,1.0203686647115e-10,1.77102204543875e-10,12.5869307009393,FALSE
"hsa-miR-6754-3p",0.181122656478701,8.1791683543766,6.43188084254481,1.40784330725148e-10,2.43579238873669e-10,12.2255979994319,FALSE
"hsa-miR-557",0.300790773750524,8.35126054159914,6.42477233475899,1.47461102831126e-10,2.54323737477733e-10,12.1494666189295,FALSE
"hsa-miR-6763-3p",0.181623044073275,8.16248321828763,6.36314607322519,2.19795699580387e-10,3.77882196439466e-10,11.8038519967788,FALSE
"hsa-miR-4646-5p",0.207801608876638,8.08114489163437,6.33919084703663,2.56441137617409e-10,4.39498176105308e-10,11.6800037332557,FALSE
"hsa-miR-6803-3p",-0.240308961652087,8.07886243578704,-6.33110596266148,2.70107224401173e-10,4.61468455481628e-10,11.7223589953175,FALSE
"hsa-miR-4634",-0.282826696950833,9.96304084030653,-6.33040592385172,2.7132344408388e-10,4.62097740705357e-10,11.6092748591695,FALSE
"hsa-miR-4497",0.618208992256932,12.4478417000986,6.28557783915367,3.61418208905257e-10,6.1362281574257e-10,12.0290797307443,TRUE
"hsa-miR-4736",0.247172632170374,8.30519331332851,6.28057699044434,3.73121241228174e-10,6.31525082202966e-10,11.243234552773,FALSE
"hsa-miR-6831-5p",-0.248287211639366,8.00856177131259,-6.10999485253462,1.09085815033786e-09,1.84061204933168e-09,10.3732320055172,FALSE
"hsa-miR-3173-3p",-0.178319391148632,8.0984004577516,-6.10309976356576,1.13854175608196e-09,1.91513968229837e-09,10.2871392205105,FALSE
"hsa-miR-1587",0.174726672168077,8.25136831099104,6.09275139856993,1.21394400508149e-09,2.03569071621357e-09,10.1198061421686,FALSE
"hsa-miR-6801-3p",0.163083673685144,8.25393846985444,6.08845916411008,1.24662845500922e-09,2.0840874477915e-09,10.0899693001319,FALSE
"hsa-miR-1275",-0.451772831139245,8.09904222974182,-6.03164930530946,1.76922771629749e-09,2.94871286049581e-09,9.91922814450694,FALSE
"hsa-miR-422a",0.143141097971357,8.99774353098223,5.9871185583784,2.32249222922056e-09,3.85901910038173e-09,9.36732097034795,FALSE
"hsa-miR-1228-3p",-0.22592738107298,8.4227325013956,-5.96101182179738,2.72194962647349e-09,4.50900470038922e-09,9.39427807597782,FALSE
"hsa-miR-1249-3p",-0.683975131528113,7.12048202555173,-5.91075016270252,3.68796931400078e-09,6.09073720039523e-09,9.38796820062778,TRUE
"hsa-miR-6769b-5p",-0.23194329379673,8.64237927712051,-5.88934486044323,4.19418245280274e-09,6.9058291141314e-09,8.90860253483347,FALSE
"hsa-miR-6885-3p",0.150500913970571,8.21546366443297,5.88143033554701,4.3979824702209e-09,7.21957965744094e-09,8.87025467979413,FALSE
"hsa-miR-6829-5p",-0.207002496382811,8.54487849560053,-5.87439287807427,4.58727155680289e-09,7.50769669206478e-09,8.82545624355357,FALSE
"hsa-miR-8059",0.293202648563142,10.1293059556436,5.84256013549589,5.54728645751139e-09,9.05170993815481e-09,8.72107153710078,FALSE
"hsa-miR-4279",-0.15817207194557,8.40555283434882,-5.75805441607643,9.14395081607281e-09,1.48759796858498e-08,8.17326873746116,FALSE
"hsa-miR-4685-3p",-0.187830927572936,8.19940568575787,-5.72052973100865,1.13912649653552e-08,1.84769029944006e-08,8.02117712750522,FALSE
"hsa-miR-762",-0.616302595353348,12.7139861336259,-5.70193361407865,1.26955937045457e-08,2.05314497595769e-08,8.56070328848403,TRUE
"hsa-miR-574-3p",0.173512801276127,8.14649141530515,5.66770326218243,1.54861496408972e-08,2.49702708706775e-08,7.65502270180219,FALSE
"hsa-miR-4722-5p",-0.163761434788686,8.7008654946141,-5.6449211809317,1.76647048528199e-08,2.83990092766573e-08,7.46425183382469,FALSE
"hsa-miR-4687-3p",-0.281241194214841,10.6522153117399,-5.62933545709176,1.93236647331765e-08,3.09746978811211e-08,7.63344219512617,FALSE
"hsa-miR-629-3p",0.201729913366734,8.04622287614324,5.56906359476447,2.72834329354383e-08,4.36054866563456e-08,7.14485728952218,FALSE
"hsa-miR-5096",0.16649693892319,8.18431451398909,5.54740824014425,3.08573700214376e-08,4.91732943324078e-08,6.98929336818035,FALSE
"hsa-miR-4433a-3p",-0.71484231658815,7.23123946767401,-5.51346212061159,3.73913729410919e-08,5.94119482591694e-08,7.13257205259865,TRUE
"hsa-miR-1199-5p",0.197826350871454,8.074814071691,5.51161741081761,3.77824941210145e-08,5.98588933021886e-08,6.84617894731331,FALSE
"hsa-miR-5001-5p",0.12645760024412,9.95215436106426,5.50913313555952,3.83154948729804e-08,6.05273759587661e-08,6.78648674185075,FALSE
"hsa-miR-6741-5p",0.137990973048163,9.3788076946912,5.47862541452829,4.54860429161894e-08,7.16470907205873e-08,6.50739781419203,FALSE
"hsa-miR-4763-5p",0.155885929467072,8.35062265351085,5.45588290923835,5.1661678436343e-08,8.11401001377722e-08,6.43786879513219,FALSE
"hsa-miR-760",-0.144608196740204,9.69580066719405,-5.41901842053841,6.3436377513537e-08,9.93472004163151e-08,6.24344183004817,FALSE
"hsa-miR-6737-5p",-0.127252428154359,9.12368034813863,-5.33945424934087,9.83745028191381e-08,1.53622074602952e-07,5.75628128383054,FALSE
"hsa-miR-4539",0.141959795623876,8.13580701961338,5.33278880538727,1.02029739944411e-07,1.58874880770582e-07,5.85633071598289,FALSE
"hsa-miR-4505",-0.207153842064221,10.7677012761138,-5.27776797249045,1.37662435208594e-07,2.13749365209925e-07,5.77283933215105,FALSE
"hsa-miR-625-3p",0.165202286697744,8.0478243394847,5.27608461675744,1.38923532129987e-07,2.15094673326258e-07,5.58046445895804,FALSE
"hsa-miR-6792-5p",0.131203471593095,8.59701637883089,5.26791308386292,1.45205838679429e-07,2.2418465178552e-07,5.39480696739225,FALSE
"hsa-miR-6741-3p",0.132487096309948,8.28083610841854,5.25484273627109,1.55829765520526e-07,2.39907407369172e-07,5.39932608012887,FALSE
"hsa-miR-7109-5p",0.179702661152673,9.34051682302824,5.23432808160577,1.74036745818349e-07,2.6711943851791e-07,5.20514870421201,FALSE
"hsa-miR-320a",0.165571216985271,8.23493974368834,5.23384926630727,1.74485358004359e-07,2.6711943851791e-07,5.28775565449379,FALSE
"hsa-miR-6807-5p",-0.149191395029387,8.45929095502035,-5.15027137252367,2.72562131689154e-07,4.16096251458232e-07,4.87303583344109,FALSE
"hsa-miR-7110-5p",0.306588343635688,8.45774232405099,5.11255334013568,3.32633091116254e-07,5.06382778375302e-07,4.61322027594631,FALSE
"hsa-miR-4710",0.22307384144484,8.0923205592779,5.09854293469463,3.58024564993037e-07,5.43519186410043e-07,4.626129691118,FALSE
"hsa-miR-4656",-0.151836369165929,9.47311829763473,-5.08245134512263,3.89524086558026e-07,5.89696186594789e-07,4.46169328568145,FALSE
"hsa-miR-4747-3p",-0.153432092304051,8.24946438647866,-4.9586131312282,7.39259979937284e-07,1.11605731043163e-06,3.96893925092002,FALSE
"hsa-miR-6124",0.143652441681803,9.34544921539042,4.95027431096758,7.71449286264579e-07,1.16143608014971e-06,3.7702299408505,FALSE
"hsa-miR-23a-5p",-0.124835023112288,8.40099176664663,-4.94212234188777,8.04220456803032e-07,1.20743842688058e-06,3.80667284793047,FALSE
"hsa-miR-4731-3p",0.10841852887183,8.40839181589535,4.91611597249396,9.1797693285663e-07,1.37444348463424e-06,3.65865135774205,FALSE
"hsa-miR-5100",0.468364566702954,8.42859156293012,4.90697279768094,9.6160046292571e-07,1.43581438984798e-06,3.5776367372792,FALSE
"hsa-miR-6076",0.232611913342815,9.05813818546796,4.87831345317221,1.1113742533162e-06,1.65491521327139e-06,3.40402653629259,FALSE
"hsa-miR-6813-5p",-0.154528143979958,8.49679695119014,-4.86778641791045,1.17183897976364e-06,1.74019685005773e-06,3.47163307262717,FALSE
"hsa-miR-4689",0.203011295973631,10.2265205172621,4.82010187269887,1.48780623804107e-06,2.20340869492496e-06,3.3254862958927,FALSE
"hsa-miR-4648",-0.181075270758392,8.23172805154612,-4.81360921030541,1.53670563479494e-06,2.26966008391123e-06,3.27621662892484,FALSE
"hsa-miR-296-3p",-0.157544168006913,8.30714914223405,-4.80246901952578,1.62423046863021e-06,2.39244758217152e-06,3.17804190300976,FALSE
"hsa-miR-2110",0.152178159570088,8.26458583265749,4.77784031747186,1.83506491350703e-06,2.69571530420844e-06,3.01814420169956,FALSE
"hsa-miR-4728-5p",0.139366597367433,9.26403824806371,4.72102096278056,2.42650339432775e-06,3.55495792986189e-06,2.6609155543353,FALSE
"hsa-miR-4731-5p",0.133871715665713,8.53849264041607,4.71341257906684,2.51841124897678e-06,3.67971616807599e-06,2.66721085796516,FALSE
"hsa-miR-4298",-0.1661307884201,8.57827577709948,-4.6916128689107,2.80063125798963e-06,4.08113378503837e-06,2.62271105738235,FALSE
"hsa-miR-5195-3p",0.166225756066895,8.57993542840088,4.5817243275362,4.75127016024006e-06,6.90517929954888e-06,2.05010090603264,FALSE
"hsa-miR-4640-5p",0.157552007716877,9.46373929467945,4.57940398484255,4.80400359147153e-06,6.96324988657443e-06,2.02876495216153,FALSE
"hsa-miR-6780b-5p",0.317507177194669,10.2564808293537,4.57858465970069,4.82279857802362e-06,6.97195019899967e-06,2.2122498956522,FALSE
"hsa-miR-4487",-0.151960330584902,8.03680776318629,-4.56558667620208,5.12982660240096e-06,7.39617856695377e-06,2.16750219548139,FALSE
"hsa-miR-30c-1-3p",-0.131212442469895,8.37889841403115,-4.5344199284019,5.94427109540289e-06,8.54783046700415e-06,1.92266692933335,FALSE
"hsa-miR-1915-5p",0.145355834128328,8.08539292380334,4.39550204692863,1.13368088293867e-05,1.62593705579362e-05,1.33521932684835,FALSE
"hsa-miR-6827-5p",-0.150985841911898,7.98604979818499,-4.38388708534242,1.19557139966531e-05,1.71020055857637e-05,1.36905677544637,FALSE
"hsa-miR-1236-5p",-0.149674204768591,8.28067610640012,-4.36884848512667,1.28050837377163e-05,1.82690330812968e-05,1.20967615318354,FALSE
"hsa-miR-1273f",0.127162923242325,8.37045508250257,4.36743476929076,1.28878262515461e-05,1.83390739088581e-05,1.14244941200312,FALSE
"hsa-miR-1225-3p",0.108755304540908,8.69230258706113,4.33297191860922,1.50700931515412e-05,2.13885436655988e-05,0.922679734202482,FALSE
"hsa-miR-4655-5p",-0.132675852777673,9.72430264637276,-4.31748408127568,1.61617450235482e-05,2.28783143839838e-05,0.923377116208627,FALSE
"hsa-miR-4462",-0.14264096402456,8.24825593788161,-4.2801343962425,1.91129560872681e-05,2.69859095014536e-05,0.849285119392674,FALSE
"hsa-miR-197-3p",-0.119331571552959,8.25467839380585,-4.27881287999505,1.92262512364585e-05,2.70757284854518e-05,0.813229557275159,FALSE
"hsa-miR-6749-3p",0.108561612170911,8.37144160252907,4.24312686311024,2.25390716255146e-05,3.16592629791378e-05,0.603920369185134,FALSE
"hsa-miR-6125",-0.322715904454876,12.87016217064,-4.2360126231868,2.32614866511554e-05,3.25900005780968e-05,1.38842332267056,FALSE
"hsa-miR-1231",-0.136604596350175,8.87367201701686,-4.21738832969009,2.52585314709087e-05,3.52971785939621e-05,0.455851635800542,FALSE
"hsa-miR-5006-5p",-0.138452298900618,8.07955833207696,-4.21031690577253,2.60586882275591e-05,3.6322212491099e-05,0.591435186246153,FALSE
"hsa-miR-6127",0.108929493129564,8.13196487147304,4.1747458037782,3.04630883332735e-05,4.23530182184543e-05,0.39496738442962,FALSE
"hsa-miR-6765-5p",-0.259953093808695,11.4169124771223,-4.14744468931504,3.43143554891124e-05,4.75860655001686e-05,0.650306749615011,FALSE
"hsa-miR-6750-3p",0.148125224645081,8.0161040802172,4.11452725685897,3.95738143453923e-05,5.47404284726874e-05,0.160046151816884,FALSE
"hsa-miR-3665",-0.444933008394891,12.9676026022901,-4.07002389493604,4.7910756058474e-05,6.61047140553628e-05,0.715688888222044,FALSE
"hsa-miR-6756-5p",0.14916156191979,9.88953717571978,4.03629496520744,5.53117815219892e-05,7.61235377007175e-05,-0.217052433732807,FALSE
"hsa-miR-6813-3p",-0.144569190092179,8.1605781873394,-4.03542334726851,5.55166961894615e-05,7.62130967840215e-05,-0.148496631934961,FALSE
"hsa-miR-4294",-0.229945214366424,11.2229890046285,-4.02509321137934,5.80007156576217e-05,7.94230905361905e-05,0.100747104192227,FALSE
"hsa-miR-6717-5p",0.155782043027255,8.39122077028251,3.93799348543844,8.35567866038029e-05,0.000114131450373615,-0.656891455209716,FALSE
"hsa-miR-1273e",0.106357502117859,8.30091859423071,3.93252410178954,8.547404618751e-05,0.000116458387930482,-0.636450455161007,FALSE
"hsa-miR-4478",0.108131109180514,8.33752126805492,3.88009516932629,0.00010608643802767,0.000144182316022644,-0.858391541041092,FALSE
"hsa-miR-3620-5p",-0.123161122458628,9.74968972869737,-3.8762140068451,0.000107785638837432,0.000146127296433831,-0.878837462206085,FALSE
"hsa-miR-7845-5p",-0.143071414793376,9.01974749439651,-3.86569332608739,0.000112521791343425,0.000152169668193962,-0.960841925448107,FALSE
"hsa-miR-6791-5p",0.206074538455871,10.303419726475,3.84778548264343,0.000121038018124485,0.000163281484846149,-0.843438759597615,FALSE
"hsa-miR-3151-3p",0.107583655993494,8.30156937691349,3.82177855520412,0.000134494374095409,0.00018098625649876,-1.07204189569851,FALSE
"hsa-miR-371b-5p",-0.137022652182546,8.10118854934602,-3.81589656716684,0.000137727435292281,0.000184880424222397,-0.960885581985508,FALSE
"hsa-miR-7846-3p",-0.0891842065295165,8.72502527379014,-3.74001068170111,0.000186574029446031,0.000249835002575152,-1.42035362644469,FALSE
"hsa-miR-6779-5p",0.10194104053466,9.29691518143263,3.68075717591101,0.000235590138899894,0.000314697612010888,-1.68552005644213,FALSE
"hsa-miR-6732-3p",-0.141503667275591,8.02758829654034,-3.62102397032102,0.000297055322359821,0.000395831664269199,-1.69293101921733,FALSE
"hsa-miR-6797-3p",0.106950963792947,8.0806489979787,3.61502235459957,0.000303999490444839,0.00040409688364009,-1.7737889883501,FALSE
"hsa-miR-5739",0.0837909001738879,9.05943863963917,3.57870706019808,0.000349369319745203,0.000463275618640233,-2.06600896565958,FALSE
"hsa-miR-3940-5p",0.355128075331773,11.155351049304,3.56913472648788,0.000362344072690639,0.000479314368000966,-1.59002690563208,FALSE
"hsa-miR-6826-5p",0.10255562462716,8.81846736036728,3.5591073472438,0.000376415147010735,0.000496722167362834,-2.1267810049014,FALSE
"hsa-miR-4723-5p",0.152308438971694,9.79743109200093,3.54765591338697,0.000393110625204682,0.000517500702262202,-2.08476308070163,FALSE
"hsa-miR-1233-3p",-0.101306000282708,8.22232841476931,-3.54623270061499,0.000395233275478202,0.000519041289483422,-2.02368294313358,FALSE
"hsa-miR-6716-5p",-0.120757448407934,8.7216160419721,-3.52861763564536,0.000422407591387331,0.00055339456083196,-2.17564457843595,FALSE
"hsa-miR-6809-3p",0.0981638330479111,8.09828225272521,3.49719015570601,0.000475271102133057,0.000621157675449679,-2.19210282627473,FALSE
"hsa-miR-342-5p",-0.111336728048716,8.10681138542086,-3.4895416492278,0.000489039240810078,0.000637622933592087,-2.19063890444827,FALSE
"hsa-miR-6870-5p",-0.128173058398207,9.25327379719836,-3.48527898730798,0.000496873070582242,0.000646290748132033,-2.36450643689257,FALSE
"hsa-miR-4763-3p",-0.174920850054617,10.0103209145293,-3.47636881959624,0.000513627512577804,0.000666492843702151,-2.28093231747244,FALSE
"hsa-miR-4688",-0.100644127548364,9.14490214520922,-3.42945808789358,0.000610866718733995,0.000790789457743533,-2.56261651578145,FALSE
"hsa-miR-6762-5p",0.0756305295375803,9.66859801295794,3.38956386375218,0.000706774721356855,0.000912777779951388,-2.66006099460672,FALSE
"hsa-miR-6819-5p",-0.123566209556639,9.39838795930848,-3.17834153847615,0.00149242712715222,0.00192286710235924,-3.37419299532663,FALSE
"hsa-miR-6845-3p",-0.103561563817442,8.32825246397911,-3.15208306150772,0.00163301698295183,0.00209904305591686,-3.35633743798444,FALSE
"hsa-miR-4646-3p",0.122750963553981,7.87049281700659,3.14756011476799,0.00165842995143038,0.00212669252595189,-3.28643686970901,FALSE
"hsa-miR-1229-5p",-0.102591561723816,9.6491456728617,-3.14316144992168,0.00168349329349943,0.0021537648942657,-3.45424289933462,FALSE
"hsa-miR-1268b",0.185621935255924,10.8079843914357,3.1142086964768,0.00185735610232702,0.00237063015402394,-3.23779868866881,FALSE
"hsa-miR-6511a-5p",-0.0963166766157038,9.0976192063968,-3.02387148730507,0.00251137164565713,0.00319789146468022,-3.87298106176494,FALSE
"hsa-miR-4450",0.139985640239459,8.14651469720331,3.00113233691394,0.00270628736680747,0.00343805737741275,-3.81524321856774,FALSE
"hsa-miR-3960",-0.284713585269321,15.2570149959303,-2.98800497452093,0.00282501175379749,0.00358053815306891,-2.67451871891787,FALSE
"hsa-miR-6893-3p",0.0754087882991392,8.27260680138995,2.9590568185319,0.00310381071086131,0.00392477224459261,-3.97625654451773,FALSE
"hsa-miR-874-5p",-0.111416794954263,8.06114471870479,-2.94528837874308,0.00324502955226457,0.00409384515274118,-3.90928519716187,FALSE
"hsa-miR-6727-5p",-0.318984941826983,10.4873387468844,-2.9378008322516,0.00332428699481627,0.00418414875790963,-3.87715730390463,FALSE
"hsa-miR-6759-5p",-0.100688870803825,8.063815822577,-2.84956132805008,0.00440020697521943,0.00552560553339767,-4.20422199872555,FALSE
"hsa-miR-6722-5p",0.0780707145261044,8.20283214460295,2.80288933861255,0.00508895156830656,0.00637581288443006,-4.39444825635234,FALSE
"hsa-miR-6794-5p",0.0827925418231779,9.94722723957176,2.7899781983737,0.0052959771774703,0.00661997147183787,-4.44285468110902,FALSE
"hsa-miR-6786-5p",0.252766725514252,12.7205370251941,2.77105138730223,0.00561323014422053,0.00700048152997755,-3.71942552901931,FALSE
"hsa-miR-328-5p",-0.20000006575834,11.788262557688,-2.69522954827668,0.00706326022778885,0.00878875987247699,-4.19108494200982,FALSE
"hsa-miR-765",0.0694770524857766,8.10794499614365,2.68790381593081,0.00721981420081753,0.00896309507846368,-4.68292419602913,FALSE
"hsa-miR-3619-3p",-0.0991491423572519,9.15589195560547,-2.61808046540075,0.00887573065816341,0.0109938027470433,-5.01058072629145,FALSE
"hsa-miR-3195",0.100850912937322,9.59292327339544,2.60752328517637,0.00915367279558472,0.011312362071641,-5.01495685807816,FALSE
"hsa-miR-5088-5p",0.0861214479369412,8.00891524816119,2.58940246754525,0.00964890569596203,0.0118974063445686,-4.91960426750255,FALSE
"hsa-miR-4276",0.0830789057376151,8.17450304169788,2.53345195618152,0.0113321781158107,0.013941392941573,-5.10673654632317,FALSE
