"mirna","log2FC","avg_expr","t_stat","p_value","fdr","B_stat","significant"
"hsa-miR-6862-3p",0.0890146944837671,8.18349376165956,2.52895410463328,0.0114782011062112,0.0140892333398313,-5.11784460893346,FALSE
"hsa-miR-6510-5p",-0.0676407317699859,9.09408512872053,-2.51863567331202,0.0118195189808057,0.0144755906618856,-5.26527135835654,FALSE
"hsa-miR-4707-5p",-0.0944654904525315,9.4427824775839,-2.51390084164069,0.0119791319636899,0.0146381769511457,-5.26824172902124,FALSE
"hsa-miR-6798-3p",0.099021555440352,7.99390096161599,2.49496992366613,0.0126365640607015,0.0154069964498486,-5.16501207717457,FALSE
"hsa-miR-6726-5p",0.170827994862949,9.45201231773251,2.47332708546756,0.0134272039553439,0.016334433383175,-5.37681559938148,FALSE
"hsa-miR-1914-3p",0.0793695717018839,9.23445386793074,2.46090582130591,0.0139003705921456,0.016872387467081,-5.42275878573894,FALSE
"hsa-miR-4448",0.0862754450379484,8.43716039151225,2.42506965550309,0.0153491836895929,0.0185895669129514,-5.45585307982417,FALSE
"hsa-miR-8052",-0.075697993813348,8.17005737785414,-2.29931414815476,0.0215380897806805,0.0260271816640153,-5.63100739700759,FALSE
"hsa-miR-4476",-0.0958585897915167,8.64296595538739,-2.29099516523056,0.0220151558931006,0.0265448229242031,-5.75089860038927,FALSE
"hsa-miR-766-3p",0.0547522349069531,8.35178459012088,2.27658278348689,0.0228634444954462,0.0275067930463978,-5.76851302158382,FALSE
"hsa-miR-668-3p",-0.0651125159555193,8.05207133736559,-2.24161909920172,0.0250402963183964,0.0300593865496168,-5.74248221311661,FALSE
"hsa-miR-139-3p",-0.0772670838279872,8.06806346933219,-2.16258639225783,0.030631739431811,0.0366907648139274,-5.9296203705518,FALSE
"hsa-miR-4738-3p",0.067494988644766,8.05721874378275,2.06816036299724,0.0386887025536607,0.0462397870433006,-6.13317919837613,FALSE
"hsa-miR-3187-3p",-0.0721725378236542,8.24110289748055,-2.05327415862923,0.040110505556667,0.0478341915281915,-6.20470502652699,FALSE
"hsa-miR-6858-3p",-0.0604758229202655,8.2052382495006,-2.04611317935594,0.040810104623511,0.0485622424013395,-6.21398038060842,FALSE
"hsa-miR-4485-5p",-0.222601204090129,7.00448420639238,-2.03399494616065,0.0420175722351618,0.0498901456822727,-5.91676564799961,FALSE
"hsa-miR-638",0.144319288914149,13.5253060470409,1.98713016162901,0.0469756729646169,0.0556559603602526,-5.40765680153715,FALSE
"hsa-miR-6861-3p",-0.0639639384271113,8.23930931271787,-1.98155118059938,0.0475974499310541,0.0562703041484262,-6.3446460081007,FALSE
"hsa-miR-6782-5p",0.0520240256805735,8.74886847076418,1.96225968503506,0.0498010798373308,0.0587480270808339,-6.50368556478019,FALSE
"hsa-miR-6790-5p",-0.048217950232198,8.44528121269988,-1.91758409003776,0.0552344899453288,0.0650168402164237,-6.52105784562155,FALSE
"hsa-miR-6846-5p",-0.0569126880396311,8.46022637367225,-1.90952269322951,0.0562657434115486,0.0660879960329612,-6.52831763638565,FALSE
"hsa-miR-877-3p",0.0510028811198371,8.23939740757944,1.9066185461566,0.0566411638521012,0.0663858802137531,-6.50458875714077,FALSE
"hsa-miR-92a-2-5p",-0.145178764117999,9.0107734184148,-1.88416695412757,0.0596145344402842,0.0697208610943238,-6.64942505390923,FALSE
"hsa-miR-6877-3p",0.0508967076686204,8.35303447526888,1.8418676375498,0.0655680626782221,0.0765194735752271,-6.66446837115819,FALSE
"hsa-miR-4535",0.0643263727076615,8.05251736127288,1.83663386221449,0.0663376898164323,0.0772522242520419,-6.56860120194509,FALSE
"hsa-miR-4435",-0.103467501085076,8.13916787495302,-1.83075491246023,0.0672110913409717,0.0781024408972912,-6.57158345430737,FALSE
"hsa-miR-6825-5p",-0.112816938409688,8.59935953591616,-1.82925154844992,0.0674359941684977,0.0781970570677261,-6.69440144279142,FALSE
"hsa-miR-6511b-5p",0.0551532272181898,8.13788159345006,1.79872612078998,0.0721369300145518,0.0834705453459251,-6.67315924609598,FALSE
"hsa-miR-6515-3p",-0.0480168933844478,8.92306036903457,-1.75183321657455,0.0798786683794607,0.0922327844635722,-6.90166112142799,FALSE
"hsa-miR-6880-5p",-0.0683178243431541,8.83502257490823,-1.74169300295928,0.0816385962297144,0.0940656129919542,-6.89047768949841,FALSE
"hsa-miR-6812-5p",0.0631621856214828,8.18023624758904,1.73455489255838,0.0828962563996243,0.0953132061978802,-6.79909951347109,FALSE
"hsa-miR-3918",-0.0452465786312466,8.40940955771112,-1.69897221513064,0.0894017234270765,0.102576714247909,-6.90836157910116,FALSE
"hsa-miR-6893-5p",0.0670516046112457,9.55831943628736,1.63454166047269,0.102223393186628,0.117041490098135,-7.07256612847678,FALSE
"hsa-miR-345-3p",-0.0526669669299995,8.30555198160496,-1.61270505145204,0.106887025452225,0.122124588829062,-7.02194410907587,FALSE
"hsa-miR-6815-5p",-0.0514843987047708,8.0783505837173,-1.6012112197573,0.109408646255429,0.124702080558036,-6.9796998721961,FALSE
"hsa-miR-873-3p",0.0410721548425634,8.17148076228042,1.6003451434488,0.109600544196879,0.124702080558036,-7.02253654373341,FALSE
"hsa-miR-7112-5p",0.0338864456433345,8.4763720893922,1.54069120939134,0.123470592746688,0.140190568847802,-7.20384565952346,FALSE
"hsa-miR-4513",0.0510928974501734,8.36378417131663,1.53559903332097,0.124715376442819,0.141309522164941,-7.17571895304261,FALSE
"hsa-miR-6879-5p",0.0688381705713201,10.2641436465796,1.52659874023496,0.126939418727521,0.143531085490662,-7.07888692319353,FALSE
"hsa-miR-6781-5p",-0.0913663469696235,10.9248906463832,-1.50592655236649,0.132164526001917,0.149129744660548,-6.92738728439733,FALSE
"hsa-miR-1268a",-0.106220190222574,11.2237109540502,-1.46493471451861,0.143016859679713,0.161041711829429,-6.89757246042306,FALSE
"hsa-miR-1976",-0.0498074375049882,8.15904297734198,-1.45780615246431,0.144972024798591,0.162906708278829,-7.19993972379823,FALSE
"hsa-miR-6822-5p",0.0462341631103307,8.12420346744498,1.40164993656484,0.161096938613025,0.180653974370573,-7.30998107088993,FALSE
"hsa-miR-7111-3p",0.0327206380841911,8.42706338847833,1.38767949404182,0.165311504376682,0.184999527485198,-7.42035562926631,FALSE
"hsa-miR-128-2-5p",-0.0951812198911028,11.2516042352396,-1.35977896978168,0.173976067706533,0.194297042827992,-7.01718112354463,FALSE
"hsa-miR-4697-5p",-0.0523093252801345,9.59204288460375,-1.31051497912739,0.190096479310969,0.211866219272962,-7.54627071986825,FALSE
"hsa-miR-4419a",-0.0380270030120187,8.28266749164347,-1.30281403492514,0.192712813287779,0.214343843350693,-7.47122500331131,FALSE
"hsa-miR-210-5p",-0.0479063470327059,8.19787125780715,-1.29585191689719,0.195100836346365,0.21655795480401,-7.45263154230169,FALSE
"hsa-miR-602",-0.0545744947298958,7.86454257516698,-1.29141150685451,0.196635203984255,0.217817451567925,-7.34269470183648,FALSE
"hsa-miR-6511b-3p",-0.0443240936170728,8.13507751294375,-1.25366268893517,0.210037470520507,0.23219152420624,-7.49005810392767,FALSE
"hsa-miR-4674",0.0914542776245817,9.80513555543276,1.2348490135496,0.216958896996828,0.239357487577472,-7.60142531264526,FALSE
"hsa-miR-7155-5p",0.0284326980993672,8.56326530140563,1.22109700361531,0.22212084006986,0.244557288561765,-7.6564293811305,FALSE
"hsa-miR-4792",-0.0356687641877098,8.57566785796844,-1.18678384321087,0.235382958090205,0.258636516449923,-7.69306128090118,FALSE
"hsa-miR-4739",-0.100871232464799,11.1110893793622,-1.17316225575476,0.240800188205916,0.264056544410914,-7.30868596154206,FALSE
"hsa-miR-4749-5p",-0.0345806506271469,10.0404412899691,-1.12680544650896,0.259891942298718,0.284419896692372,-7.67165631816059,FALSE
"hsa-miR-4274",-0.0320836837949994,8.32908450777632,-1.10901449746227,0.267490208239617,0.292148624229641,-7.71800739925502,FALSE
"hsa-miR-6808-5p",-0.0480368694187678,9.01182466366704,-1.09990584675603,0.271438952275808,0.295868457980631,-7.83153307379708,FALSE
"hsa-miR-208a-5p",-0.0356158644248641,8.29964327632011,-1.08616303637245,0.277471933649354,0.301840726225346,-7.73673583072277,FALSE
"hsa-miR-6810-5p",0.0276605811833708,8.23304324762176,1.07578345589637,0.282088613457253,0.306251582339049,-7.74043394588507,FALSE
"hsa-miR-3185",0.0490430196305436,8.77728438582039,1.06467701972379,0.287086019833896,0.311057417116249,-7.84320002432576,FALSE
"hsa-miR-4758-5p",0.037805210994021,10.0225265159768,1.04027898418088,0.298272809162284,0.322537065463185,-7.76986915387668,FALSE
"hsa-miR-6798-5p",0.0814988756396193,10.2197432333289,1.01782004311123,0.308824738862934,0.333286104317424,-7.74166546262199,FALSE
"hsa-miR-6821-5p",-0.0486530234552891,10.1296523767473,-1.01341743199284,0.310921751196786,0.334886075893772,-7.76980017074218,FALSE
"hsa-miR-4665-3p",-0.0282620797127908,8.25681658969997,-0.96714250339994,0.333530926973401,0.358529300198232,-7.84008228209688,FALSE
"hsa-miR-6859-3p",0.0330658662441179,8.00909417918317,0.922997278367089,0.356063966910545,0.381997759776077,-7.82371508931301,FALSE
"hsa-miR-6860",0.0286122609072379,8.22342993862487,0.873469611159299,0.382459288643455,0.40950945444142,-7.93429000750651,FALSE
"hsa-miR-6803-5p",0.0736918329179357,10.9333998600978,0.868682778708,0.385072479349838,0.411499022050317,-7.672556199489,FALSE
"hsa-miR-642a-3p",-0.0234865141457323,9.61948359344264,-0.809857975276766,0.418069698216836,0.445886468743984,-8.07418087017087,FALSE
"hsa-miR-6825-3p",0.0255722343021194,8.22631046494019,0.786145493350608,0.431828548435919,0.459661247846828,-8.01038036270748,FALSE
"hsa-miR-4667-5p",-0.0270225896789551,8.62560084564534,-0.769007011959076,0.441934284175694,0.469501335040454,-8.08594687256508,FALSE
"hsa-miR-1908-3p",0.0387767346399279,7.96219115446335,0.760937728468971,0.446738852885955,0.473682246737054,-7.92699571012167,FALSE
"hsa-miR-583",-0.0173436404462599,8.29733132577377,-0.754855652357087,0.450379776503021,0.476615491639119,-8.06217237441787,FALSE
"hsa-miR-3178",0.0600107917619912,11.6649003832718,0.748980145752515,0.453912953693893,0.478562834844991,-7.54275510505885,FALSE
"hsa-miR-6511a-3p",-0.0259515879289189,8.0900090361886,-0.748875338048015,0.453976120394239,0.478562834844991,-7.99395737086814,FALSE
"hsa-miR-5008-5p",0.0255752131341964,8.3231982541913,0.728095512383571,0.46659748885639,0.490918207387514,-8.06685114962902,FALSE
"hsa-miR-149-3p",-0.0335392716446545,10.7826275204794,-0.6901071877614,0.490166584941393,0.514722136402811,-7.85824550216245,FALSE
"hsa-miR-6729-3p",-0.0175865047369594,8.57428400827919,-0.649172272886899,0.516264083525486,0.541084472156519,-8.19360704622415,FALSE
"hsa-miR-30b-3p",-0.0227931883691541,8.01112153795042,-0.645315389253284,0.518759616249479,0.54265641239149,-8.03839568573192,FALSE
"hsa-miR-7109-3p",0.0180443861951858,8.20564302993334,0.636200606548322,0.524681864170793,0.547800030599774,-8.09985947908606,FALSE
"hsa-miR-6775-5p",0.0248000358368117,10.1578540072031,0.613561625075193,0.539539731539617,0.562130118487602,-8.08597243959783,FALSE
"hsa-miR-1234-3p",0.0173117933494247,8.29087935710126,0.612154610411877,0.540470058876153,0.562130118487602,-8.15034775523755,FALSE
"hsa-miR-449b-3p",-0.0170294224537875,7.93669398280962,-0.508295963094113,0.61127366598108,0.633586372885731,-8.08319252546117,FALSE
"hsa-miR-4433a-5p",0.0529177249126995,7.03795095354706,0.507975969921133,0.61149804061999,0.633586372885731,-7.85776893472441,FALSE
"hsa-miR-6804-3p",-0.0166034212412374,8.16367626278234,-0.496635987033341,0.619472901887372,0.640631369124512,-8.16531029551138,FALSE
"hsa-miR-6724-5p",-0.0326097197883257,10.5436196827835,-0.491655658230373,0.622989608612826,0.64304798616286,-8.04499458286632,FALSE
"hsa-miR-4769-3p",-0.0188271897910832,7.94223804519967,-0.48857129047481,0.625171868609338,0.643297458716922,-8.10808464502564,FALSE
"hsa-miR-6085",-0.0289555467115914,11.1003898667644,-0.487977984379693,0.625592024073337,0.643297458716922,-7.87256541601209,FALSE
"hsa-miR-125b-1-3p",0.0126572130335898,8.05767006501582,0.343732790290871,0.731065209195107,0.750339998138104,-8.20824334038658,FALSE
"hsa-miR-365a-5p",0.00840680744275701,8.86819191939846,0.329797097882217,0.741570448144831,0.75969153052431,-8.38175302971355,FALSE
"hsa-miR-6802-3p",-0.00963630927521386,8.02581970201986,-0.303726136652037,0.761352248216997,0.778493387013627,-8.20696602684729,FALSE
"hsa-miR-3713",-0.00610980994189347,8.07200295463586,-0.233442937982791,0.815429349472994,0.832226583263636,-8.24113604518762,FALSE
"hsa-miR-4466",0.0261857834807859,11.2193372752119,0.230839988687504,0.817450860993042,0.832730316338706,-7.93023070124599,FALSE
"hsa-miR-532-3p",0.00520727956932454,8.20169175557844,0.174776252521026,0.861264242383598,0.875724640380738,-8.29314674835648,FALSE
"hsa-miR-6126",0.0125659105158977,11.9647241096911,0.172733031148033,0.86286996676047,0.875724640380738,-7.73148404896761,FALSE
"hsa-miR-3196",0.0167038726160147,10.5627969670076,0.154789188317014,0.876995288351548,0.888406007716717,-8.13150327139992,FALSE
"hsa-miR-5196-5p",0.00541146228886724,8.42968631308115,0.149690274890823,0.881016483608741,0.890823717192512,-8.34453104713843,FALSE
"hsa-miR-6894-5p",-0.00306065769704489,8.54102872053133,-0.126283181672321,0.899514078335469,0.90784291239413,-8.38275430800212,FALSE
"hsa-miR-3656",-0.00813495094975636,10.2718747534322,-0.0821578238388958,0.934525303587122,0.941434917661703,-8.23667422118621,FALSE
"hsa-miR-451a",0.00265632396940063,8.22806029930814,0.0624253953667702,0.950227172455062,0.954738233194157,-8.35331721852036,FALSE
"hsa-miR-6891-5p",0.00235875011567899,9.13472117275023,0.0611602716706181,0.951234606650325,0.954738233194157,-8.44750236607163,FALSE
"hsa-miR-6763-5p",-0.00163773051268734,9.08788533696661,-0.0483363443700728,0.961450588755354,0.963217961161154,-8.4483015673293,FALSE
"hsa-miR-6802-5p",6.07459050119274e-05,10.1821659152779,0.00186141733685713,0.998514896979925,0.998514896979925,-8.26715962883434,FALSE
