"mirna","log2FC","logCPM","p_value","fdr","significant"
"hsa-miR-6754-5p",0.420092305640331,8.46485655272682,4.34240611695067e-102,3.03411709453605e-101,FALSE
"hsa-miR-498",-0.465363710563311,9.03666016906357,2.18234014705361e-100,1.50553845587876e-99,FALSE
"hsa-miR-4492",-1.04616335602966,11.5616839091728,4.90793692885216e-99,3.34353203278053e-98,TRUE
"hsa-miR-92a-2-5p",-1.31243873898627,10.3174430257203,3.55438853061721e-98,2.39153302368689e-97,TRUE
"hsa-miR-3197",-1.10934374169654,11.722170215058,4.24266858273421e-98,2.8198224116953e-97,TRUE
"hsa-miR-3646",-0.540289023608631,8.26902491621328,5.8946881230835e-98,3.87060846636206e-97,TRUE
"hsa-miR-3158-5p",0.53910723756926,8.43002380292438,1.31464172795746e-97,8.52952073496207e-97,TRUE
"hsa-miR-6778-5p",0.470177199071365,9.27538618148243,4.55069604245074e-94,2.91779922721841e-93,FALSE
"hsa-miR-6781-5p",-1.07015096658256,11.8620761985038,4.49152836775796e-93,2.8463755353815e-92,TRUE
"hsa-miR-1181",-0.591557553538021,8.5680036451286,7.13614653809088e-93,4.47034467041325e-92,TRUE
"hsa-miR-1225-5p",1.03173922926033,8.89315287709868,1.86789294095053e-92,1.1568200600205e-91,TRUE
"hsa-miR-128-1-5p",-0.590122703554696,9.27206221752577,2.80363783580039e-92,1.71683440506878e-91,TRUE
"hsa-miR-3614-5p",-0.54087758167113,8.2699278030114,2.4024076747934e-91,1.45479131418045e-90,TRUE
"hsa-miR-6769a-3p",0.395950215671109,8.47571100063101,3.40771269554506e-90,2.04088287810116e-89,FALSE
"hsa-miR-211-3p",0.521759753169408,9.0456893818237,7.6634659890844e-90,4.53977061309891e-89,TRUE
"hsa-miR-718",-0.618855797402282,8.92200250056715,1.03397645406933e-89,6.05932438137405e-89,TRUE
"hsa-miR-4534",-0.710236871290358,9.72520900714607,4.52653653643818e-89,2.62442809825405e-88,TRUE
"hsa-miR-4690-5p",0.50205631654731,8.67286667137329,1.25938393728304e-88,7.22488679809746e-88,TRUE
"hsa-miR-4716-5p",-0.536078910963063,8.39874952707267,6.40715536267558e-88,3.63739549235228e-87,TRUE
"hsa-miR-486-5p",-0.654259360112,8.66870512964167,4.80657879991637e-86,2.70060355253033e-85,TRUE
"hsa-miR-3147",-0.515039027006172,8.45727055962986,4.57396296402291e-85,2.54368348509437e-84,TRUE
"hsa-miR-564",-0.509229667084941,8.50545902786904,9.10363219373316e-85,5.01159550059048e-84,TRUE
"hsa-miR-762",-1.41534385658135,14.5143035046254,1.19536233562265e-84,6.51472472914343e-84,TRUE
"hsa-miR-671-5p",-0.48203260901121,9.19772410478862,1.66456419076206e-82,8.98205429668636e-82,FALSE
"hsa-miR-675-5p",0.519188146455012,8.94543452385412,1.20295337522572e-81,6.4275449950786e-81,TRUE
"hsa-miR-4734",0.956800591060627,14.0334721715502,2.00139662385309e-81,1.05899141747567e-80,TRUE
"hsa-miR-4498",0.478072787971125,8.46132835138156,4.07537450201516e-81,2.1356529842291e-80,FALSE
"hsa-miR-1343-3p",0.472602430389659,8.78438324156128,9.43974302045714e-81,4.89967613918966e-80,FALSE
"hsa-miR-4673",-0.60641777595276,8.31729585833087,4.5669522065979e-80,2.34810278546779e-79,TRUE
"hsa-miR-6771-5p",-0.644270552165917,10.8074020029044,1.21957114157171e-79,6.21183431922038e-79,TRUE
"hsa-miR-6746-5p",0.387238033118717,9.21567531615532,1.42442653380273e-79,7.18807834187488e-79,FALSE
"hsa-miR-6738-5p",0.412103544464296,9.27881726508888,9.95525730224386e-79,4.97762865112193e-78,FALSE
"hsa-miR-920",0.437614995699111,8.48655628859624,2.49067725422604e-78,1.23401736686654e-77,FALSE
"hsa-miR-4516",-1.1665329947339,14.4932785265189,4.16451090009404e-78,2.04473733382995e-77,TRUE
"hsa-miR-491-5p",-0.438279255012449,8.77316679417596,3.7648677330909e-77,1.83201153083441e-76,FALSE
"hsa-miR-642b-3p",0.613537734490464,10.8468681109126,3.84527164981558e-77,1.85457791960132e-76,TRUE
"hsa-miR-6792-3p",0.462209968288732,8.38922749869435,3.39818156617835e-76,1.62456925751509e-75,FALSE
"hsa-miR-6742-5p",0.479513204159031,8.406034828865,6.65225876352449e-76,3.15259219662682e-75,FALSE
"hsa-miR-4634",-0.739024097625019,10.5291242888016,1.67630711725677e-75,7.87575326642189e-75,TRUE
"hsa-miR-6798-5p",-1.20715919518515,11.6850773706875,6.52555760435743e-75,3.03968281570496e-74,TRUE
"hsa-miR-7114-5p",-0.637814383420712,9.74219510572581,1.15097701619635e-74,5.31595316802551e-74,TRUE
"hsa-miR-4515",0.497968554404354,8.48235653384344,1.62455917457337e-74,7.44020798439063e-74,FALSE
"hsa-miR-6842-5p",-0.406884908760358,9.11454794019127,1.79451558281236e-73,8.15009160527279e-73,FALSE
"hsa-miR-4433a-3p",-1.28065387282427,8.80227333246036,1.97250201600426e-72,8.88440990679604e-72,TRUE
"hsa-miR-3665",-1.26072610692022,14.6754941990258,2.35809156434357e-71,1.05340975620266e-70,TRUE
"hsa-miR-4746-3p",-0.477057476214318,9.24363148376532,1.50990886296062e-70,6.69024658791494e-70,FALSE
"hsa-miR-7108-5p",-0.481382784151877,11.3144149629694,2.04102694526996e-70,8.97064262235589e-70,FALSE
"hsa-miR-4270",-0.536702435252356,10.2896485992833,4.88688428890772e-70,2.13068154996376e-69,TRUE
"hsa-miR-371a-5p",0.4448861371233,9.18462749537905,2.01376302994244e-69,8.71032421681453e-69,FALSE
"hsa-miR-6825-5p",-0.773546795207537,9.28220102157291,4.32314936518067e-68,1.85520976694761e-67,TRUE
"hsa-miR-5572",-0.663468679984536,8.81411154589241,6.11943475187973e-68,2.60554057794879e-67,TRUE
"hsa-miR-6765-3p",0.431103947949408,9.18577630152353,1.82477641785147e-67,7.70932672658181e-67,FALSE
"hsa-miR-5698",-0.528113154151629,9.10322002614076,7.26539223642452e-67,3.04587597603951e-66,TRUE
"hsa-miR-4743-5p",0.343221160693187,8.49225658586012,7.98932299244498e-67,3.32380231365077e-66,FALSE
"hsa-miR-4685-5p",0.384695471735666,8.3560382775164,1.06732591026487e-66,4.40676228101784e-66,FALSE
"hsa-miR-1227-5p",-0.576106649244941,11.5857382355028,1.82396902585701e-66,7.47415879016593e-66,TRUE
"hsa-miR-1268a",-0.991519299261926,12.3578571968876,3.13845731455617e-66,1.27646211674113e-65,TRUE
"hsa-miR-4723-3p",0.423394194567018,8.35371637530702,3.52849854778586e-66,1.42446793225429e-65,FALSE
"hsa-miR-1203",-0.410783121792691,8.90893203353092,4.40423302912005e-66,1.76493161828708e-65,FALSE
"hsa-miR-8073",0.402835852521097,8.91505530935774,5.44906758188064e-66,2.16769476797441e-65,FALSE
"hsa-miR-4675",0.50448777453125,9.53967885754408,1.6264869135866e-65,6.42344469496158e-65,TRUE
"hsa-miR-451a",0.658083294820381,8.7849496509467,5.74929791096228e-65,2.25422112336291e-64,TRUE
"hsa-miR-4655-5p",-0.503662164507708,10.0338354442345,6.41706036770705e-65,2.49806992885739e-64,TRUE
"hsa-miR-6086",0.416626426139541,8.38269356600066,1.43014138492567e-64,5.52785145237227e-64,FALSE
"hsa-miR-4485-5p",-1.04788624463932,8.21462254656392,4.55195265508434e-64,1.74705225142321e-63,TRUE
"hsa-miR-550a-5p",-0.448426458299479,8.9498095125918,5.32637305578327e-64,2.02998133944188e-63,FALSE
"hsa-miR-3679-5p",-0.493164147634068,10.1104815765961,9.67229764912598e-64,3.66069598525948e-63,FALSE
"hsa-miR-6887-5p",0.453332604266932,8.9389081555325,2.97135252002883e-63,1.11681870580394e-62,FALSE
"hsa-miR-1273g-3p",0.531617546577265,9.26032342479059,2.90766677421331e-62,1.0853961588673e-61,TRUE
"hsa-miR-3937",-0.57685293516766,10.243446068634,6.97079898778396e-62,2.58441186962059e-61,TRUE
"hsa-miR-6795-5p",0.410031811999664,8.75684229314874,2.18564951792537e-61,8.04850667073868e-61,FALSE
"hsa-miR-4651",-0.660863698733751,12.3313703326169,7.54559088178413e-61,2.75996445004856e-60,TRUE
"hsa-miR-7977",0.691512380386542,9.55812667767446,3.03086684595904e-60,1.10121495403179e-59,TRUE
"hsa-miR-619-5p",0.67584445929227,8.57855285073047,3.5048753850167e-60,1.26500469194311e-59,TRUE
"hsa-miR-6165",0.356381583951292,8.61821772008657,5.01378678983956e-60,1.79770644767274e-59,FALSE
"hsa-miR-6865-3p",0.358351491425379,8.5824305958311,4.44517516422757e-59,1.58341206830328e-58,FALSE
"hsa-miR-4706",0.461021750591203,9.81002595682467,1.80373286922933e-58,6.383340348896e-58,FALSE
"hsa-miR-4257",0.388868871254717,9.22512158855261,3.45920928373736e-58,1.21630261912055e-57,FALSE
"hsa-miR-6515-5p",0.403590316470721,8.43674670587133,2.52889555640692e-57,8.83492357847291e-57,FALSE
"hsa-miR-6799-5p",-0.631569950123588,10.4836043082577,3.76640689786436e-57,1.30744698046884e-56,TRUE
"hsa-miR-3178",-0.942974317210588,12.8744802043499,1.87157687884767e-56,6.45575568969608e-56,TRUE
"hsa-miR-3940-5p",-1.18332617260499,13.0650563819396,4.99058638000156e-56,1.71060979691877e-55,TRUE
"hsa-miR-1249-5p",-1.08385436255827,9.22194457008619,5.66249507846793e-56,1.92878738610314e-55,TRUE
"hsa-miR-7845-5p",-0.46508930961494,9.35416742163749,5.16362344162777e-55,1.74793464328394e-54,FALSE
"hsa-miR-4449",-0.413282474974219,9.21531080355741,2.24560023770812e-53,7.55464277500571e-53,FALSE
"hsa-miR-4290",-0.374268653379424,8.34691196655923,4.32312505643974e-53,1.44546205874826e-52,FALSE
"hsa-miR-6761-3p",0.307351462537761,8.46644148174208,5.84233258214037e-52,1.94150686418689e-51,FALSE
"hsa-miR-6820-5p",-0.470056295140351,9.64133489500886,9.86292063128148e-52,3.25775257215055e-51,FALSE
"hsa-miR-1236-3p",0.314748224584863,8.51709805898197,5.93062542691423e-51,1.94710292630618e-50,FALSE
"hsa-miR-3960",-0.860943308342272,16.3849329700966,6.09587101000224e-51,1.9893710781145e-50,TRUE
"hsa-miR-149-3p",-0.630740602249829,11.3928075741727,1.76138934215409e-50,5.71403090163083e-50,TRUE
"hsa-miR-1268b",-0.734828866538468,11.6467376564141,1.23279209840809e-49,3.97557215167106e-49,TRUE
"hsa-miR-4430",0.475888516492874,8.50718173965818,2.09560173399556e-49,6.71825261780928e-49,FALSE
"hsa-miR-4435",-0.597479165286886,8.7062542161588,2.54850403397809e-49,8.12242513753252e-49,TRUE
"hsa-miR-8089",-0.386367475681632,9.28689882954761,4.70060610126479e-49,1.48943623557518e-48,FALSE
"hsa-miR-6088",0.971393002674641,12.246019836335,6.96771183431368e-49,2.19503060676356e-48,TRUE
"hsa-miR-4447",0.421330728620259,8.7391899971361,9.30908381570036e-49,2.91577625261879e-48,FALSE
"hsa-miR-6774-5p",-0.297148433443499,9.26591260466572,9.95804040606238e-49,3.101218297888e-48,FALSE
"hsa-miR-4481",-0.393451012191755,8.7294819243822,1.71944164648658e-48,5.32440737122266e-48,FALSE
"hsa-miR-4436b-5p",-0.375074427237721,8.53648234069453,1.8125362823987e-48,5.58097329891125e-48,FALSE
"hsa-miR-7160-5p",0.34750262539601,8.34553134916857,3.0853885119259e-48,9.44683561235741e-48,FALSE
"hsa-miR-6786-5p",-0.865738786869805,13.9292480667907,4.57432655460289e-48,1.39274188394334e-47,TRUE
"hsa-miR-4507",0.399009539533447,8.67387096272643,1.74661082924608e-47,5.28834945521728e-47,FALSE
"hsa-miR-1281",0.364577782313019,8.41710646726276,2.54952115476561e-47,7.67673496876938e-47,FALSE
"hsa-miR-6125",-0.742813487858952,13.7699393500237,3.09699360427434e-47,9.27396436444788e-47,TRUE
"hsa-miR-328-3p",0.286754463705957,8.69207678763341,4.58536362386359e-47,1.36056760665907e-46,FALSE
"hsa-miR-638",-0.701608345213768,14.3294809887108,4.59347595642693e-47,1.36056760665907e-46,TRUE
"hsa-miR-4710",0.548191992496232,8.6239188479743,5.22190177994008e-47,1.53834403787424e-46,TRUE
"hsa-miR-6756-3p",0.358732440540561,8.41405582689573,6.82547818009956e-47,1.99993849900767e-46,FALSE
"hsa-miR-6777-3p",0.282896181998653,8.60397373023724,8.56161625991297e-47,2.49523040730084e-46,FALSE
"hsa-miR-6824-5p",-0.415335262029475,9.33784751419741,1.81368924000967e-46,5.25776933938974e-46,FALSE
"hsa-miR-4446-3p",-0.350083611434493,9.88184653456414,2.18515523586948e-46,6.30110901348607e-46,FALSE
"hsa-miR-4787-3p",0.381054749038762,8.44642673755591,7.69873592762859e-46,2.20832162134609e-45,FALSE
"hsa-miR-296-5p",0.341667202377093,9.5471156737962,8.50674485504544e-46,2.42731724921454e-45,FALSE
"hsa-miR-6766-5p",0.279884148267751,8.76068203732451,1.1597433136382e-45,3.2919797184001e-45,FALSE
"hsa-miR-6757-5p",0.445293131289537,9.7706621860284,3.14185867480994e-45,8.87208796772756e-45,FALSE
"hsa-miR-7106-5p",0.381237984556748,8.6110359230658,4.49286767378247e-45,1.26217158876879e-44,FALSE
"hsa-miR-4687-3p",-0.577001581020855,11.2359173838999,1.56571381211301e-44,4.37596937231586e-44,TRUE
"hsa-miR-6893-5p",-0.513098024428356,10.0363899134329,3.45959617870808e-43,9.61979549691787e-43,TRUE
"hsa-miR-652-5p",0.417571205936186,8.52236558360675,8.53563937349178e-43,2.36138246627057e-42,FALSE
"hsa-miR-3162-5p",-0.310833248738053,9.7365040471479,4.11782612356976e-42,1.13344203906339e-41,FALSE
"hsa-miR-3622a-3p",-0.331203481409113,8.36958588894109,5.14306061164499e-42,1.40852664992287e-41,FALSE
"hsa-miR-6845-5p",-0.48301660371597,11.2897858924183,5.80223998414378e-42,1.58111039567918e-41,FALSE
"hsa-miR-5010-5p",-0.448802379329424,8.47684298023326,6.41530539923849e-42,1.73947335451989e-41,FALSE
"hsa-miR-370-3p",0.250732739084306,8.84050148423433,7.5872463331962e-42,2.0470540849465e-41,FALSE
"hsa-miR-197-5p",0.311775437107196,9.8115627257131,2.08869967446318e-41,5.60759272208094e-41,FALSE
"hsa-miR-7108-3p",0.351403836996623,8.52105257998981,3.70823539731084e-41,9.90680535065887e-41,FALSE
"hsa-miR-7107-5p",0.600903494849175,9.35897409512788,4.54116816079159e-41,1.2072861695763e-40,TRUE
"hsa-miR-3135b",-0.349156064397722,9.64041909586052,2.35301349389707e-40,6.22520560278593e-40,FALSE
"hsa-miR-6787-5p",0.415330952378801,10.188570429199,2.58761865176384e-40,6.81281239232509e-40,FALSE
"hsa-miR-6869-5p",-0.978204552506322,14.5128211638775,5.35649063067101e-40,1.40350355467101e-39,TRUE
"hsa-miR-615-5p",-0.303631240481612,8.75840975262659,9.20780544511242e-40,2.40107845339056e-39,FALSE
"hsa-miR-6796-3p",0.355077001709472,8.49698652560598,2.2817649317472e-39,5.92172327524867e-39,FALSE
"hsa-miR-4483",-0.361503530586679,8.36540400983716,2.756694960368e-39,7.12037323886522e-39,FALSE
"hsa-miR-4745-5p",-0.878601797559686,13.1963619182035,3.41046970877235e-39,8.7674810909478e-39,TRUE
"hsa-miR-1185-1-3p",0.443339737776027,10.0610206947568,6.94361233023812e-39,1.77665198121116e-38,FALSE
"hsa-miR-6800-3p",0.37067208927773,8.42361197510555,1.13668917517887e-38,2.89483925454431e-38,FALSE
"hsa-miR-1275",-0.596588648908688,8.83657387545091,1.18220756803776e-38,2.99675871897945e-38,TRUE
"hsa-miR-3675-3p",0.274696011869996,8.54493368465684,2.4696895262181e-38,6.23139255457809e-38,FALSE
"hsa-miR-1914-5p",-0.318217429874648,8.37237035764912,3.70780051441014e-38,9.31221788181349e-38,FALSE
"hsa-miR-4656",-0.336372603696905,9.72401972499192,8.1274482355117e-38,2.03186205887792e-37,FALSE
"hsa-miR-4758-3p",0.259961162749909,8.72267839771414,3.57462805978932e-37,8.89576389308301e-37,FALSE
"hsa-miR-663b",0.465639124379035,9.9277890803976,1.42042532805887e-36,3.51878092632766e-36,FALSE
"hsa-miR-3622a-5p",-0.275999063919207,8.83663821526939,8.05190394296775e-36,1.98565051987214e-35,FALSE
"hsa-miR-874-3p",0.292643707642081,8.50810519070224,8.41210167330853e-36,2.06513306844736e-35,FALSE
"hsa-miR-1229-3p",0.289625101114107,8.44158720157347,3.15835141722924e-35,7.71884090757819e-35,FALSE
"hsa-miR-6727-5p",-1.02150607017245,12.8272522881878,3.34059151533761e-35,8.12777846365624e-35,TRUE
"hsa-miR-328-5p",-0.663635740372849,12.7674835872809,3.58710405910337e-35,8.68876316538371e-35,TRUE
"hsa-miR-6126",-0.652311152002741,12.9139302244762,4.77298228075072e-35,1.1510067889421e-34,TRUE
"hsa-miR-4646-5p",0.327926509809388,8.36750391875012,6.38375468422053e-35,1.53266356955955e-34,FALSE
"hsa-miR-3917",0.284545642312664,8.70038892975829,1.26299123977867e-34,3.018992217892e-34,FALSE
"hsa-miR-1228-3p",-0.338312008493764,8.73087794840722,1.55943803798708e-34,3.71132633494742e-34,FALSE
"hsa-miR-1237-3p",0.262465456344531,8.66218467778555,2.77112649969812e-34,6.56636496667597e-34,FALSE
"hsa-miR-3928-3p",-0.282513606535423,8.91439631021606,5.03936807957797e-34,1.18894181964069e-33,FALSE
"hsa-miR-6777-5p",0.347220223091064,8.79046686354967,1.1333955666344e-33,2.66250251644719e-33,FALSE
"hsa-miR-6894-3p",0.315790493641918,8.4557468962524,2.70983388303355e-33,6.33845264486387e-33,FALSE
"hsa-miR-6790-3p",0.314041229406226,8.36990513815247,6.04368827806356e-33,1.40761115877976e-32,FALSE
"hsa-miR-4674",-0.736422742523382,11.1073702264113,1.00956178256006e-32,2.34132413402226e-32,TRUE
"hsa-miR-8064",0.263389837598598,8.36300592003401,2.75731202678742e-32,6.36752141779298e-32,FALSE
"hsa-miR-6813-5p",-0.294589570609343,8.73982032119851,5.49898256145489e-32,1.26453396455397e-31,FALSE
"hsa-miR-7150",0.654347009212497,9.58470720995621,1.03805940436072e-31,2.37706880410332e-31,TRUE
"hsa-miR-1231",-0.307375890930322,9.13782942189848,1.28452097163789e-31,2.92913778051318e-31,FALSE
"hsa-miR-939-3p",0.282068926344587,8.33822239743279,1.91574382785606e-31,4.35033494242313e-31,FALSE
"hsa-miR-4749-3p",0.309519163964636,8.41698297322834,2.15936109801059e-31,4.883202483053e-31,FALSE
"hsa-miR-1229-5p",-0.348939443131913,9.97280707711759,9.3094000316487e-31,2.09653843687956e-30,FALSE
"hsa-miR-4443",0.407318571552699,8.95801986176062,1.34489300070536e-29,3.01632380816635e-29,FALSE
"hsa-miR-937-5p",-0.318445159732436,9.89718624047672,1.53650677696482e-29,3.43195161248289e-29,FALSE
"hsa-miR-2392",-0.245970499326531,8.92957465611812,4.12893335709927e-29,9.1847701208943e-29,FALSE
"hsa-miR-4736",0.34938764786867,8.66823650626594,5.85586940978275e-29,1.29733692208602e-28,FALSE
"hsa-miR-373-5p",-0.262585428341407,8.80176611789189,6.42757200391866e-29,1.41822945025736e-28,FALSE
"hsa-miR-6754-3p",0.253668551140889,8.40167913936622,6.70291007248161e-29,1.47301854415423e-28,FALSE
"hsa-miR-6892-5p",0.254610254383216,8.35125671680696,1.3667902740371e-28,2.99156907369566e-28,FALSE
"hsa-miR-6895-5p",0.301009706393953,8.53369984380723,1.1887323161983e-27,2.5914364493123e-27,FALSE
"hsa-miR-483-5p",-0.27356060145255,8.60534662275352,1.62474004452195e-27,3.52782200902176e-27,FALSE
"hsa-miR-3196",-0.858896519594267,12.7524875905403,4.01457403918725e-27,8.68231290221053e-27,TRUE
"hsa-miR-760",-0.281164929355271,9.93911486428462,6.80692626706377e-27,1.46631415634378e-26,FALSE
"hsa-miR-6821-5p",-0.438370430806017,10.7007041872612,8.47812226844019e-27,1.81912465996059e-26,FALSE
"hsa-miR-6722-3p",-0.337336701384994,10.4590831892079,1.61427301461213e-26,3.45011291358279e-26,FALSE
"hsa-miR-4433a-5p",-0.612511592213349,8.10745874857032,2.2370920813193e-26,4.76255931374616e-26,TRUE
"hsa-miR-3610",-0.238620884497314,8.50980246383095,2.6133591855596e-26,5.54194846743184e-26,FALSE
"hsa-miR-4466",-0.840447298558201,13.4165692612101,4.42178587877199e-26,9.34059420128191e-26,TRUE
"hsa-miR-4476",-0.348448915811456,9.04641621966181,5.6091272073183e-26,1.18029896833532e-25,FALSE
"hsa-miR-4298",-0.281548649499707,8.85808300554751,9.24719323311737e-26,1.93835396617268e-25,FALSE
"hsa-miR-6835-5p",0.233867608078811,8.47507902945022,1.19207057741778e-25,2.48918951989537e-25,FALSE
"hsa-miR-3175",0.234881438718762,8.50037353740138,1.22633969427721e-25,2.55097379153083e-25,FALSE
"hsa-miR-8063",0.39835412910014,9.89729402125604,2.15222404238779e-25,4.45993195095568e-25,FALSE
"hsa-miR-6724-5p",-0.536760115180875,11.4503037967658,2.48628205023915e-25,5.13266559613763e-25,TRUE
"hsa-miR-574-3p",0.256982368080725,8.39407914262444,3.08085350700918e-25,6.33609494837738e-25,FALSE
"hsa-miR-320a",0.258466936274409,8.49013595431869,3.40476848176504e-25,6.97593542316521e-25,FALSE
"hsa-miR-504-3p",-0.279436419976654,8.73326672298442,4.14679759479063e-25,8.46443703805578e-25,FALSE
"hsa-miR-6851-5p",-0.2263096268294,9.04719832767509,4.69633579500883e-25,9.55038435925304e-25,FALSE
"hsa-miR-6076",-0.418079881986123,9.62147568241275,9.39803784580056e-25,1.90406342972539e-24,FALSE
"hsa-miR-548q",0.263849879381342,8.4052729593359,1.01822466511306e-24,2.05530534254304e-24,FALSE
"hsa-miR-6075",-0.246619717439303,10.2487362394382,1.15827315224282e-24,2.32936851650308e-24,FALSE
"hsa-miR-204-3p",-0.891887409145468,13.6225302540121,2.4745953346488e-24,4.95828844626323e-24,TRUE
"hsa-miR-6791-5p",-0.456768832845005,11.0000942307499,4.04988397487185e-24,8.08493320990901e-24,FALSE
"hsa-miR-4722-3p",-0.239964483849515,8.51881667497184,1.12724853464026e-23,2.24215493203993e-23,FALSE
"hsa-miR-6085",-0.4683858147108,11.8575730171179,2.84810461420332e-23,5.6444255081484e-23,FALSE
"hsa-miR-6870-5p",-0.317677771882215,9.63252374377511,7.37700100163291e-23,1.45669041517751e-22,FALSE
"hsa-miR-7641",0.305553980826396,8.8905560457903,8.81356906302422e-23,1.73407766763473e-22,FALSE
"hsa-miR-6766-3p",0.240489313436634,8.57442530572663,1.78165686177609e-22,3.49281650959701e-22,FALSE
"hsa-miR-3620-5p",-0.285707412757468,10.0658372875407,1.84308734986362e-22,3.60029607769059e-22,FALSE
"hsa-miR-4667-5p",-0.28084415120599,8.92378824784021,2.54772065666363e-22,4.95895627814885e-22,FALSE
"hsa-miR-494-3p",-0.245549959597667,8.56618142313253,2.68203796191324e-22,5.20181739944028e-22,FALSE
