mirna,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
hsa-miR-6774-5p,38.066098493662,-0.2831983833682459,0.020475930269624094,-13.83079448108733,1.6617496402720683e-43,4.528267769741386e-43,False
hsa-miR-1229-3p,20.944608579357354,0.31357074097829407,0.02273745470516012,13.790934167628324,2.889932334051228e-43,7.835886179392634e-43,False
hsa-miR-6869-5p,1506.5658603003453,-0.9675755393447715,0.0703698991735203,-13.749849732751406,5.103541581843254e-43,1.3769456248042444e-42,True
hsa-miR-6800-3p,20.68850188594852,0.3961640904839031,0.028948207231321393,13.685272021103309,1.243409550251015e-42,3.3382177580630694e-42,False
hsa-miR-4758-3p,25.857934625247186,0.2777151712323473,0.02039206818829308,13.6187839638444,3.096812495927241e-42,8.273347109217385e-42,False
hsa-miR-652-5p,22.344148925144882,0.43062763253544056,0.03173369381883118,13.57004435077459,6.028554852562566e-42,1.6027133632422433e-41,False
hsa-miR-3622a-3p,19.79272890907974,-0.3149968810491491,0.023263923183510768,-13.540144478830452,9.061052942329921e-42,2.3972203172668966e-41,False
hsa-miR-4745-5p,601.0571233736139,-0.8727898818512193,0.06450550794664918,-13.530470647143511,1.0335977112067342e-41,2.7213079836119334e-41,True
hsa-miR-6893-5p,65.93235884823815,-0.49685208266976866,0.03678196775352141,-13.508034317228756,1.4021544545873155e-41,3.673914316106187e-41,False
hsa-miR-4446-3p,59.201301670975255,-0.3362512209911481,0.024921457053051165,-13.492438274189128,1.7327385187633358e-41,4.518385132660373e-41,False
hsa-miR-3917,25.380373521221937,0.3050485501390905,0.022765025045691722,13.39987764242855,6.05629174672784e-41,1.5717519056984156e-40,False
hsa-miR-6824-5p,40.02170624002561,-0.38830670761439895,0.02904360536798604,-13.36978321714902,9.080510747021682e-41,2.345439979680956e-40,False
hsa-miR-6787-5p,73.77530566099023,0.42466504094279317,0.03180143803992687,13.35364270035915,1.1279536929863624e-40,2.899692276780979e-40,False
hsa-miR-6845-5p,159.02861674841006,-0.467846773822538,0.03503975135732649,-13.35188623490947,1.1548712625418182e-40,2.954952291480239e-40,False
hsa-miR-1237-3p,24.680651849638046,0.28406213876307956,0.021333042672579523,13.315594175799383,1.8787183128104556e-40,4.7845863573911135e-40,False
hsa-miR-7107-5p,41.115806724236215,0.6140489399404169,0.046632513947994794,13.167828365959693,1.3440834339925315e-39,3.4070952163996727e-39,True
hsa-miR-5010-5p,21.3186733340952,-0.4275415751454451,0.032653576530086104,-13.093254111123787,3.598539476541401e-39,9.079648216273444e-39,False
hsa-miR-1185-1-3p,67.38903768395286,0.45088166409921304,0.03461052136269272,13.02730055332903,8.558219923839985e-39,2.1494146813330838e-38,False
hsa-miR-615-5p,26.231352644030657,-0.28428968969724344,0.02210700896928432,-12.859708434200128,7.586227700629198e-38,1.8965569251572996e-37,False
hsa-miR-1275,27.869634317976782,-0.5914917040107772,0.04600821058040532,-12.856220586477033,7.936315734004678e-38,1.97501921234363e-37,True
hsa-miR-6727-5p,466.156393692654,-1.006621124020774,0.07841235027954509,-12.837532868637462,1.0104344665992304e-37,2.5031217468026388e-37,True
hsa-miR-3162-5p,53.42890627972163,-0.29455555771549263,0.023249065306682467,-12.669565585969114,8.719593748671111e-37,2.150307055667763e-36,False
hsa-miR-1914-5p,19.85710569454501,-0.29933342795127565,0.023679967222580943,-12.640787258600373,1.2578813683374187e-36,3.088042097945465e-36,False
hsa-miR-3135b,49.80769315132887,-0.3299244086623693,0.026105292851713445,-12.638219020811116,1.2996445777652775e-36,3.176261412027248e-36,False
hsa-miR-4483,19.694837126928075,-0.34157353419015285,0.027033608616137524,-12.635143869999395,1.351467340529733e-36,3.288168306199574e-36,False
hsa-miR-6894-3p,21.274964137402097,0.33741911393236657,0.026736726662221495,12.620060720040707,1.6369501838378442e-36,3.965057111962778e-36,False
hsa-miR-6126,496.2370802256309,-0.6485080200030555,0.05144174577136102,-12.60664874954724,1.940712469559483e-36,4.6800367075660096e-36,True
hsa-miR-6790-3p,19.98429832007816,0.33466849999037057,0.026611843778805745,12.575923065387444,2.8643498943349675e-36,6.87696340269849e-36,False
hsa-miR-663b,61.3679287065031,0.47766328318761575,0.03801134606815727,12.566334334257162,3.2337290680833445e-36,7.729747114497468e-36,False
hsa-miR-328-5p,444.21376040808497,-0.6471476740637698,0.05191099625815913,-12.466485344365823,1.1373267081694301e-35,2.7067382355997355e-35,True
hsa-miR-939-3p,19.476834804438383,0.30164460064530924,0.024363349506785596,12.381080875652843,3.308566753461792e-35,7.839864698420332e-35,False
hsa-miR-4656,52.8557795121821,-0.3229482772563448,0.026146691678053974,-12.351401134523224,4.7870366938431606e-35,1.1294090901058538e-34,False
hsa-miR-6892-5p,19.680510022230283,0.274115985942644,0.022247025728562405,12.32146666647278,6.942012954638122e-35,1.6307745949473174e-34,False
hsa-miR-6835-5p,21.490532126570553,0.259053276267732,0.021069673647203652,12.29507777886789,9.62640630551496e-35,2.2516701444230273e-34,False
hsa-miR-6754-3p,20.45169390139445,0.2727102203722991,0.022371251531327862,12.19020849103618,3.505234554288489e-34,8.163900991825755e-34,False
hsa-miR-4674,140.61742133972018,-0.7305690900300293,0.06006992848825839,-12.161977022709966,4.954492505039596e-34,1.1490206022325872e-33,True
hsa-miR-6777-5p,27.21791187091005,0.36527011124644143,0.030287817578040197,12.059968015367208,1.718496391083118e-33,3.968561581102963e-33,False
hsa-miR-4749-3p,20.654899940761137,0.3279284929167065,0.027194344785140212,12.058701745073712,1.745120663367154e-33,4.01304118791181e-33,False
hsa-miR-4736,24.86766091770864,0.368939769512396,0.0310225965616786,11.892614107232328,1.2929537506301699e-32,2.9607554373674056e-32,False
hsa-miR-1228-3p,25.67391685689517,-0.3218286970459387,0.027192796346277474,-11.835071794298752,2.571233992169513e-32,5.863274166244288e-32,False
hsa-miR-3622a-5p,27.858854150125094,-0.2584986326184474,0.02188477795784151,-11.811800563680157,3.392180310463998e-32,7.703076121678663e-32,False
hsa-miR-320a,21.714517383380393,0.2818169967238014,0.02398856048518182,11.747974493837804,7.233186094617195e-32,1.6357205068740131e-31,False
hsa-miR-3928-3p,29.422787260227132,-0.2629256272447024,0.022526648558996967,-11.67175962976046,1.7770904126529333e-31,4.002125102875407e-31,False
hsa-miR-3175,21.896220602734964,0.25741398142793326,0.022085911123525512,11.655121674094781,2.160715679738704e-31,4.846049569784336e-31,False
hsa-miR-574-3p,20.33370181417853,0.2805136163448162,0.02416220030305282,11.609605616479147,3.6831041387272725e-31,8.226605555763786e-31,False
hsa-miR-548q,20.349702190604912,0.2913674126382402,0.02511780703170339,11.60003388315229,4.119151277695356e-31,9.163009985077426e-31,False
hsa-miR-7150,48.38726723859747,0.6660936514291741,0.05765139165282786,11.553817389879114,7.061282617003814e-31,1.5643898480760483e-30,True
hsa-miR-6895-5p,22.497352497682122,0.3226016912739051,0.028251431048019526,11.418950449822258,3.362702812713043e-30,7.419728878253475e-30,False
hsa-miR-6813-5p,25.787480266459394,-0.27259124154081665,0.024001046991337028,-11.357472931876936,6.808570568791527e-30,1.496238290319106e-29,False
hsa-miR-6796-3p,21.485067926214043,0.29370138193734824,0.02587369786932209,11.351349289951472,7.302697519858556e-30,1.5983815856718526e-29,False
hsa-miR-3196,442.8478099835285,-0.854374250697774,0.0763088398333906,-11.196268382053477,4.252720390774262e-29,9.270930451887892e-29,True
hsa-miR-4443,30.674826640590965,0.4151790080773539,0.03770363392035756,11.011644367074751,3.358178207473931e-28,7.291661844913515e-28,False
hsa-miR-1229-5p,63.241864157850735,-0.33033224970515285,0.030609990800483478,-10.791648120976742,3.769677152992698e-27,8.152674795162779e-27,False
hsa-miR-4466,695.4474428692776,-0.8204352792442724,0.07608801925210106,-10.78271306453568,4.1544833312786605e-27,8.949381089118063e-27,True
hsa-miR-8063,59.868826754459555,0.4182583150473009,0.0389200888425452,10.746591991076983,6.14918063013144e-27,1.3194108044967066e-26,False
hsa-miR-483-5p,23.515957338635666,-0.25722465501031105,0.023949328553502836,-10.740370212704326,6.578007551939911e-27,1.4058878885518633e-26,False
hsa-miR-1231,34.59111351145954,-0.28175737200380147,0.02631077804641901,-10.708819461997994,9.253425039049003e-27,1.9699674399537918e-26,False
hsa-miR-373-5p,27.16917292836605,-0.24034929592280393,0.022511631386039725,-10.676671619270259,1.3088036152951234e-26,2.7754784837970515e-26,False
hsa-miR-4433a-5p,16.255326750667646,-0.6044585500027352,0.05689929850700412,-10.623304080424264,2.3219409233894686e-26,4.9048752063847306e-26,True
hsa-miR-4728-3p,21.024630929787207,0.23175441701419291,0.021824313546135746,10.619093082780044,2.4290956260767707e-26,5.1114174371113515e-26,False
hsa-miR-937-5p,59.905137370112634,-0.29951271529590373,0.028383154495338323,-10.552481590624327,4.947285611448565e-26,1.0370271762459493e-25,False
hsa-miR-204-3p,810.7898410882568,-0.8813344759553725,0.08385281210900344,-10.51049396900002,7.72876596958626e-26,1.6138610932660964e-25,True
hsa-miR-6885-3p,20.546061434749273,0.2181077390674324,0.02078368800839691,10.494178847339978,9.187304722481607e-26,1.9110996464704107e-25,False
hsa-miR-1470,21.776531371604833,0.26249260007409503,0.025027118173190057,10.488327032206467,9.77436907755094e-26,2.0254871282377423e-25,False
hsa-miR-6821-5p,104.69680037800404,-0.41930493979348404,0.040055735903512454,-10.468037356834968,1.211282830965199e-25,2.50056493513649e-25,False
hsa-miR-6766-3p,23.221016553897783,0.2590263952710076,0.024754508575481553,10.46380680437195,1.2666223343860763e-25,2.604940272605327e-25,False
hsa-miR-3151-5p,19.352280785720477,0.27461599145346655,0.02627755937685982,10.450589703368536,1.4561695940001859e-25,2.983505371165794e-25,False
hsa-miR-5096,20.980401912978213,0.26231855303681845,0.025132642387862614,10.437364642704692,1.6739326187917134e-25,3.416828753713422e-25,False
hsa-miR-422a,36.11934890164832,0.2332888147554258,0.022362290644495665,10.432241422139299,1.7667078827542975e-25,3.592745507839896e-25,False
hsa-miR-940,30.460890910282,0.26267543500887747,0.025315405059588476,10.376110292945377,3.1848834795725878e-25,6.452644967907288e-25,False
hsa-miR-629-3p,19.889380638487538,0.294478782722577,0.028421000881134792,10.361309369581182,3.7183657097893333e-25,7.505590043834025e-25,False
hsa-miR-6076,49.2526173934751,-0.4165142105270168,0.040328380351592495,-10.32806690711965,5.261010965694636e-25,1.0580261905179249e-24,False
hsa-miR-6724-5p,177.12241532364953,-0.51806798279293,0.050311865192396964,-10.29713330666221,7.259236991836191e-25,1.4545162354965897e-24,True
hsa-miR-2392,29.831719602360394,-0.22219344847940342,0.02171512181715863,-10.232199033939239,1.4225194142241558e-24,2.8398281346233147e-24,False
hsa-miR-7641,29.102797647488103,0.32098690862087,0.03178877174999445,10.097493264140537,5.66722929307782e-24,1.1272408630392015e-23,False
hsa-miR-4298,28.228366011363892,-0.264320254042978,0.026201415609813532,-10.08801425003842,6.2419415984705556e-24,1.2370393349696193e-23,False
hsa-miR-6722-3p,88.91401118368012,-0.3163701726485748,0.03149732349611404,-10.044350996604736,9.728595334690852e-24,1.9210450932632298e-23,False
hsa-miR-6791-5p,130.42281974923597,-0.4468858640577473,0.04464389689567293,-10.010010217120211,1.377383154118869e-23,2.710013786984778e-23,False
hsa-miR-665,39.93952962102106,0.2565197825262659,0.025788556686907365,9.947039132147276,2.5979789460768192e-23,5.093160164071462e-23,False
hsa-miR-6085,237.74828872522835,-0.4616354848667924,0.046491121097958873,-9.92954082337799,3.0967829242575676e-23,6.049271303657256e-23,False
hsa-miR-3610,21.977695062036908,-0.22268533751920538,0.022436151592733593,-9.925291180120507,3.2315812793856456e-23,6.290042133089917e-23,False
hsa-miR-6797-5p,22.568169085550867,0.2713176780789953,0.027430794845098284,9.890988562713053,4.555073151387802e-23,8.834572482229012e-23,False
hsa-miR-4476,32.49927795899653,-0.3341980776302997,0.033843997919608244,-9.874663106413763,5.361280893790446e-23,1.0361340734453168e-22,False
hsa-miR-504-3p,25.747212897389502,-0.2568028678352387,0.026153157640503945,-9.819191677165694,9.308694169623834e-23,1.7926637181784415e-22,False
hsa-miR-4429,29.70811180384552,0.25148821269666877,0.025663868832922865,9.79931024172191,1.1335705502852416e-22,2.175337851779777e-22,False
hsa-miR-760,61.411298103509296,-0.2564216985224217,0.02625951369682061,-9.76490659663161,1.5925869052414312e-22,3.04547320475993e-22,False
hsa-miR-494-3p,22.985661118158138,-0.2244355656766724,0.02310475588057335,-9.713825449477241,2.6326667879477214e-22,5.016795102907372e-22,False
hsa-miR-6763-3p,20.25484899641115,0.21931042123742567,0.022727963700748685,9.649365166409577,4.946096650277311e-22,9.39241349965552e-22,False
hsa-miR-6776-5p,19.139620026638468,0.24132989869414936,0.02502370201871906,9.644052607149085,5.208994739947018e-22,9.857299073858072e-22,False
hsa-miR-6886-3p,19.91845196013944,0.2673211384824541,0.02773191791659678,9.63947532537841,5.446564214638072e-22,1.0271202411687714e-21,False
hsa-miR-6717-5p,26.082704424037647,0.286828496836836,0.029760874219243748,9.637771213433279,5.537723345528532e-22,1.0407100770045e-21,False
hsa-miR-6851-5p,32.39999664023898,-0.20091460858921473,0.021067208135933543,-9.536840728626126,1.4724974374332384e-21,2.7577701147804636e-21,False
hsa-miR-3188,39.626722825608034,0.21618201839120418,0.022755549425385404,9.500188914359414,2.0950986964772336e-21,3.9103725670551104e-21,False
hsa-miR-6075,76.84695589839376,-0.23199604933921203,0.024590209982320737,-9.434488339302789,3.929071464465947e-21,7.308341119911062e-21,False
hsa-miR-6801-3p,21.272272345704902,0.2020484773249058,0.021510329184081668,9.393090900460422,5.826481947662866e-21,1.0800791365565516e-20,False
hsa-miR-6803-5p,313.46096271698826,-0.5694897836719217,0.06063214037817076,-9.392539668234337,5.85706384140193e-21,1.082067726631882e-20,True
hsa-miR-4667-5p,29.49009925609482,-0.2598941367510895,0.027759790348425902,-9.362251425138254,7.805538799867337e-21,1.4371684614620604e-20,False
hsa-miR-4323,20.365822748032688,-0.20752150227717858,0.022224008022829093,-9.337717213925004,9.843341143715159e-21,1.8062696711531182e-20,False
hsa-miR-4722-3p,22.084250265591237,-0.2215937258874859,0.023767259661374333,-9.323486554388591,1.125787405935575e-20,2.0589064974325113e-20,False
hsa-miR-7113-3p,21.58932180233268,0.27352344116363475,0.029476596873016875,9.279342603284723,1.7052743109964776e-20,3.1082759180370577e-20,False
hsa-miR-4472,20.127418420750633,0.27703098892240957,0.029930416083040583,9.25583487225168,2.1256265939788456e-20,3.8615549790615695e-20,False
hsa-miR-1247-3p,32.63527347470544,0.1803664743517299,0.019615396719650312,9.195147920258089,3.7447901118419785e-20,6.780433923434812e-20,False
hsa-miR-4638-5p,20.41032609298296,0.2704571137792623,0.02956297235810011,9.148508834063783,5.772481353333098e-20,1.0417226283332907e-19,False
hsa-miR-7847-3p,32.3876334994497,0.25993405625245486,0.0286168997771989,9.083236069462794,1.0539370367585991e-19,1.8956953301433547e-19,False
hsa-miR-3620-5p,67.60128311704916,-0.2745917878156765,0.030239165408905883,-9.080666880270615,1.0791162022896657e-19,1.9345997705521968e-19,False
hsa-miR-4739,358.4368650541932,-0.5465975896630928,0.06092413831599882,-8.971773828429429,2.917770530333509e-19,5.213721111579549e-19,True
hsa-miR-6870-5p,49.693260959173585,-0.29582849072987333,0.033149153425047914,-8.924164274624934,4.490769411272662e-19,7.998265781515035e-19,False
hsa-miR-4723-5p,81.38693284749598,-0.3500559793521858,0.039318751918885314,-8.903028765367532,5.43430892820653e-19,9.647225947467616e-19,False
hsa-miR-4763-5p,23.192182860147025,0.20608173181172912,0.023366736675869266,8.81944854646943,1.1502478902270616e-18,2.0353412343303525e-18,False
hsa-miR-4649-5p,262.8286734961874,0.3715487021466161,0.04217782469539514,8.809100631194495,1.2615389888432872e-18,2.2250444948854095e-18,False
hsa-miR-6762-5p,57.7148190799484,0.19621103182173485,0.022361124689321308,8.774649511052395,1.714369666329126e-18,3.0139724779012056e-18,False
hsa-miR-4258,52.35461298401417,0.4157070587275841,0.04785984363933984,8.685925968756848,3.75669519860043e-18,6.5832761518882136e-18,False
hsa-miR-6750-3p,19.076586649500488,0.23081706496879706,0.026664689455483913,8.656281759971023,4.874029294146497e-18,8.51392937599308e-18,False
hsa-miR-4721,23.00502545340599,-0.20770200962114155,0.024044243686858296,-8.638325760051412,5.704277232551982e-18,9.932367705242269e-18,False
hsa-miR-6769b-5p,30.6345857666469,-0.2503416821295009,0.029149395717910913,-8.588228879670321,8.832019494198886e-18,1.5329460587064945e-17,False
hsa-miR-25-5p,20.403111014704546,-0.2164604147614621,0.025268610201642283,-8.566375951590471,1.0679282602044561e-17,1.8476854025759638e-17,False
hsa-miR-4478,22.78765327318852,0.1860102311080306,0.021871286225254978,8.504768727009886,1.819579544797703e-17,3.138198898464393e-17,False
hsa-miR-4539,19.63189911554933,0.17966848662457352,0.021174925843860878,8.484964148134845,2.1578525196437707e-17,3.709872628409637e-17,False
hsa-miR-4750-5p,27.89668696465774,0.20186157248726466,0.023882868606260776,8.452149355054763,2.859884236179204e-17,4.901373926785114e-17,False
hsa-miR-6731-5p,20.042830435935507,-0.21408102372382593,0.02549024480900409,-8.39854718257569,4.520363293968494e-17,7.722877727939904e-17,False
hsa-miR-4731-3p,23.214937749190337,0.16307711791320859,0.01961699650191286,8.313052301217818,9.327138634155986e-17,1.5885282986296913e-16,False
hsa-miR-6829-5p,27.395389866577627,-0.2152021313203425,0.025966480065998134,-8.287689774408022,1.1546927505888752e-16,1.960459654426595e-16,False
hsa-miR-6716-5p,31.41989599127046,-0.2241812249095531,0.02739181621068101,-8.1842409858948,2.7402523604433007e-16,4.638004771557761e-16,False
hsa-miR-6819-5p,54.10337754562911,-0.2582286528548549,0.031639878831992395,-8.161493102614198,3.3090828960191475e-16,5.583437084614351e-16,False
hsa-miR-6741-3p,21.440214014072414,0.16419131780521554,0.02026004351789275,8.10419373779771,5.30964397001751e-16,8.931345566850441e-16,False
hsa-miR-6840-3p,94.41287861084682,-0.24852217549927633,0.03107003486024738,-7.998773629225905,1.2566450145410249e-15,2.1072970243841804e-15,False
hsa-miR-6880-5p,36.75909570887298,-0.2616437735297192,0.03287119006745015,-7.959668420669842,1.7250092046572265e-15,2.88383440655886e-15,False
hsa-miR-4505,146.75413186182254,-0.27106686373319716,0.034371055417502294,-7.886486476500968,3.1081321974045666e-15,5.180220329007611e-15,False
hsa-miR-675-3p,21.48742538209171,-0.1728019229831585,0.021961914082428664,-7.868254212023087,3.5962425612876906e-15,5.975464011895706e-15,False
hsa-miR-4707-5p,56.58960741370189,-0.25615804331199693,0.03279638302668919,-7.810557740575827,5.693546806723927e-15,9.43155929989222e-15,False
hsa-miR-3656,294.57215258990533,-0.5619599174850182,0.07198846042483571,-7.806249976296817,5.891467229378568e-15,9.729847393973695e-15,True
hsa-miR-3679-3p,30.218117273091366,0.17465971650491824,0.022793934038440024,7.662552511136057,1.8227356638711296e-14,3.0011810779751227e-14,False
hsa-miR-6879-5p,114.46892815266186,-0.30617472401847085,0.040032278068840584,-7.648196375234118,2.0381779543122238e-14,3.3458041719884393e-14,False
hsa-miR-6809-3p,19.09300161199293,0.16680822024528583,0.021924956867358833,7.608143598842127,2.7806080410186345e-14,4.550844992057525e-14,False
hsa-miR-5193,18.111528309360942,-0.20466576301626638,0.02745653897520421,-7.454171962500389,9.04339831283057e-14,1.4744974244260176e-13,False
hsa-miR-3122,22.38794464711201,-0.15188251407929762,0.020376301775981882,-7.453880284513934,9.063424535462677e-14,1.4744974244260176e-13,False
hsa-miR-642a-3p,60.46073307338297,-0.21580153576743152,0.029251134501069857,-7.37754413455446,1.6123593162582323e-13,2.615285200478383e-13,False
hsa-miR-4279,23.49956106068329,-0.1524319043591578,0.021168458597072594,-7.2008976780311125,5.981742516713677e-13,9.673737897949418e-13,False
hsa-miR-4763-3p,95.97396793081752,-0.2876581571097406,0.03995965747883458,-7.198714284828503,6.078296479389108e-13,9.80080349487297e-13,False
hsa-miR-625-3p,18.942006194715344,0.17562806116370652,0.024405194268240293,7.196339403544932,6.185055901269248e-13,9.943526448943186e-13,False
hsa-miR-939-5p,27.611611640346233,0.38291067848860777,0.053448395764589485,7.16411920341102,7.828826095713552e-13,1.2549147712246724e-12,False
hsa-miR-6803-3p,19.734315980180252,-0.18716651639254542,0.02612910432969822,-7.163143214970932,7.884789963584937e-13,1.2601790411008182e-12,False
hsa-miR-1260b,36.31144066500541,0.34480978781189026,0.048631738024465,7.090221361992614,1.3389765051801477e-12,2.133749109132107e-12,False
hsa-miR-7846-3p,29.32079590137802,-0.14562441192882908,0.02060399665710905,-7.0677749735794055,1.574375695067274e-12,2.5015590490135984e-12,False
hsa-miR-1587,21.482901364773113,0.1588264343611529,0.022522152315121058,7.052009600988225,1.7635203123292804e-12,2.7939493320333074e-12,False
hsa-miR-6127,19.510636253839035,0.14576424317301054,0.021072701934991805,6.917207087286941,4.606344959013864e-12,7.276689862790017e-12,False
hsa-miR-6510-5p,39.4757251832548,-0.16968618648571365,0.024564737019826633,-6.907714352844767,4.925244302325057e-12,7.75797151666808e-12,False
hsa-miR-6768-5p,115.40582793343904,-0.4250923654264529,0.061851950422981604,-6.872739865427207,6.298035434527827e-12,9.89172712339385e-12,False
hsa-miR-4646-3p,17.325349451293746,0.1851907898020504,0.02709267636220105,6.8354557270843666,8.174474199171219e-12,1.2801978271690558e-11,False
hsa-miR-6893-3p,21.3846561781242,0.1412618490885019,0.020721944406241186,6.817017086772784,9.295021313466196e-12,1.451514789638704e-11,False
hsa-miR-6087,461.5896277575949,0.6038897906333953,0.08868250226797741,6.809570943415467,9.78902513494063e-12,1.5242910567264696e-11,True
hsa-miR-2276-3p,19.115551161370195,-0.16067860072660387,0.023604956090920733,-6.806985791784901,9.966477000256949e-12,1.5475014145698112e-11,False
hsa-miR-4726-5p,35.228033982659646,0.1480879077619562,0.0219241567464286,6.754554324470401,1.432749787511868e-11,2.218319983505591e-11,False
hsa-miR-6831-5p,19.318525570284063,-0.19275457134505136,0.028898630797333274,-6.6700243584840875,2.5576097138377354e-11,3.94871754685996e-11,False
hsa-miR-7851-3p,21.849152659619502,0.18558364984112585,0.02788255340746345,6.65590583219146,2.8156049152823735e-11,4.334758979742637e-11,False
hsa-miR-6861-5p,47.2396972723198,0.16227138625573362,0.024508080007780302,6.621138261512904,3.564433764555249e-11,5.472158877979185e-11,False
hsa-miR-6808-5p,44.5820077208768,-0.24408835383294594,0.03687553512018912,-6.61924913190776,3.6102796265778975e-11,5.526973023834141e-11,False
hsa-miR-6792-5p,27.054895039471933,0.14381701306003622,0.021950693665507167,6.551820878719067,5.683969614756289e-11,8.677208515524306e-11,False
hsa-miR-1914-3p,45.600963332926796,-0.18093717965001346,0.02829370456260897,-6.394962499506964,1.6058676251692216e-10,2.4446867478134796e-10,False
hsa-miR-6737-5p,39.54365554958183,-0.1473310741089328,0.023116831118988764,-6.373324845026499,1.849735080851424e-10,2.8080936464178995e-10,False
hsa-miR-483-3p,23.87577135325487,-0.13209233480843174,0.020783738995180913,-6.355561664773588,2.0766642012753837e-10,3.143838860264122e-10,False
hsa-miR-2110,22.053444229638632,0.15354624199835767,0.0242406632019236,6.33424262031631,2.385099495033998e-10,3.600773475882352e-10,False
hsa-miR-6090,1571.8194032657864,0.4103677344308557,0.06516174168938706,6.297679033611415,3.021353052798815e-10,4.548722137500979e-10,False
hsa-miR-6885-5p,305.15203968296316,0.4106614773608233,0.06545547948393833,6.273905265052604,3.5210279351810226e-10,5.286391803508698e-10,False
hsa-miR-6798-3p,19.150042709896578,0.17654875775213275,0.028211711417007845,6.2579953106176225,3.8995754356936046e-10,5.838650034211578e-10,False
hsa-miR-6797-3p,19.16956945941253,0.14712611213880417,0.02354385882016522,6.249022866752464,4.1302845156634884e-10,6.167137153524934e-10,False
hsa-miR-6749-3p,22.90994966263381,0.12820930810079845,0.020545376352130586,6.240299807771736,4.3673300871996883e-10,6.50326474733287e-10,False
hsa-miR-4689,106.01245748554945,-0.23185079665666353,0.03748938766872198,-6.184438078995367,6.232407042803108e-10,9.255209368740311e-10,False
hsa-miR-6857-5p,17.93162184296811,0.25419404599650564,0.04115209234554586,6.1769409891018245,6.535548657162251e-10,9.679005484112573e-10,False
hsa-miR-3194-5p,19.480720932802928,0.16424485179377651,0.026635547011423715,6.1663780257012775,6.987193138903015e-10,1.0319838104883856e-09,False
hsa-miR-583,21.444611925684498,0.12052413088932969,0.019849054803966117,6.0720337607837775,1.263003706178134e-09,1.8603703239650895e-09,False
hsa-miR-572,18.89708896990949,-0.14403650756537878,0.024212150989395456,-5.948934798418552,2.6989311564411982e-09,3.964737143559172e-09,False
hsa-miR-1273f,23.74048560826677,0.14343339677225925,0.02417547734155059,5.933011983417555,2.9742713273153074e-09,4.357467401577534e-09,False
hsa-miR-4433b-3p,48.21402010564367,0.3134572961099806,0.05304432002660363,5.909347050782638,3.434664109020827e-09,5.018477049373595e-09,False
hsa-miR-3151-3p,22.127922563982175,0.13272827734516024,0.022651103909741482,5.859682507044535,4.63752956530966e-09,6.757897361213275e-09,False
hsa-miR-7111-5p,47.656567503003174,-0.22957027580419465,0.039413894086311525,-5.824602747991972,5.724860859267854e-09,8.320131115469281e-09,False
hsa-miR-1469,309.9691681087568,0.3903090021354037,0.06703775825555663,5.822226343659869,5.806883252883081e-09,8.416891948992765e-09,False
hsa-miR-744-5p,74.98673644220888,0.20705171445410198,0.03566825871345291,5.804929142111688,6.439323000308584e-09,9.308835637050872e-09,False
hsa-miR-3154,30.31744795235792,0.12896897337096663,0.022347722394589545,5.771011966847701,7.879687805886561e-09,1.136092554023327e-08,False
hsa-miR-4327,95.12924875941023,0.21355601760443071,0.03715675800906741,5.747434088633792,9.060790121894015e-09,1.30293683810877e-08,False
hsa-miR-6858-5p,82.22601544945815,0.16845795040109796,0.029398549936102854,5.730144880180752,1.0034489219704191e-08,1.4391570065102063e-08,False
hsa-miR-6812-5p,21.434210702775477,0.15022509136001916,0.026250740755324693,5.722699132958659,1.0484484209657938e-08,1.499749053612487e-08,False
hsa-miR-4749-5p,79.29787124500854,-0.15472274331720146,0.027063579796679636,-5.717009519050544,1.0841504601474472e-08,1.546759164346489e-08,False
hsa-miR-7111-3p,23.55705294431485,0.11123227885775407,0.01950828637667382,5.701796493553385,1.1855131146493077e-08,1.6869573041354376e-08,False
hsa-miR-5008-5p,23.923658843854074,0.1515083977169322,0.026642381385742684,5.686743820806121,1.29484469702942e-08,1.8377353121901924e-08,False
hsa-miR-7704,1133.6835242471807,-0.48766901684109853,0.0864969316228479,-5.63799209626856,1.7204440329115566e-08,2.4354337608748007e-08,False
hsa-miR-6891-5p,45.5613952833293,-0.18471415946266143,0.032919723205149014,-5.611048377034048,2.0110453044178838e-08,2.8394292510563383e-08,False
hsa-miR-4747-3p,21.661881694211907,-0.1348162081436141,0.024151369013356894,-5.582135243308739,2.3758351041807584e-08,3.345814294001326e-08,False
hsa-miR-4731-5p,26.47783953470824,0.1291919493623815,0.023253384368676678,5.555834252514599,2.762889534779175e-08,3.8808628774604385e-08,False
hsa-miR-6877-5p,36.31124801070186,0.1638283091232913,0.029519477294678836,5.5498377389230695,2.859348580771736e-08,4.006028217276597e-08,False
hsa-miR-1915-5p,19.45911013292644,0.13645627754366638,0.02468656032691908,5.52755328148611,3.2472762289907494e-08,4.5378603712819447e-08,False
hsa-miR-371b-5p,20.248237287990833,-0.1508172745214552,0.027759252773551915,-5.433045181430418,5.5400372937247805e-08,7.72204686721229e-08,False
hsa-miR-1288-3p,21.087161298516985,-0.12845065239011869,0.02385090615683355,-5.385566969467788,7.221663920633555e-08,1.0040323563125733e-07,False
hsa-miR-6722-5p,20.683709201738033,0.12042426122945761,0.022433857021474612,5.367969543274817,7.962799580798123e-08,1.1042559215101723e-07,False
